,target1,target2
14984,10080,5017
14985,8775,5017
14986,8988,5017
14987,8747,5017
14988,9138,5017
14989,8916,5017
14990,9499,5018
14991,9554,5018
14992,8784,5018
14993,8835,5018
14994,10077,5019
14995,9515,5019
14996,8395,5019
14997,9326,5020
14998,10049,5021
14999,9138,5022
15000,10049,5022
15001,10082,5023
15002,9035,5024
15003,9556,5025
15004,9817,5025
15005,10524,5025
15006,10292,5026
15007,10657,5026
15008,11021,5026
15009,10209,5026
15010,9492,5027
15011,10330,5027
15012,8784,5028
15013,10060,5028
15014,8418,5028
15015,9554,5028
15016,8767,5029
15017,9138,5029
15018,8916,5029
15019,9072,5029
15020,8784,5029
15021,8418,5029
15022,10904,5030
15023,9550,5031
15024,8704,5032
15025,8883,5032
15026,8404,5033
15027,8404,5034
15028,9093,5035
15029,8823,5036
15030,8729,5037
15031,9032,5038
15032,9032,5039
15033,8793,5040
15034,9130,5041
15035,10646,5042
15036,9982,5042
15037,10844,5043
15038,9212,5044
15039,10552,5044
15040,10167,5045
15041,8948,5045
15042,9695,5045
15043,9720,5046
15044,9628,5047
15045,10647,5048
15046,8654,5048
15047,9644,5049
15048,9865,5050
15049,8395,5050
15050,9684,5051
15051,10397,5051
15052,9550,5052
15053,9643,5053
15054,9784,5054
15055,8930,5055
15056,9415,5055
15057,9207,5055
15058,9554,5055
15059,9072,5055
15060,10890,5055
15061,9550,5056
15062,9767,5057
15063,9765,5058
15064,8822,5059
15065,8846,5060
15066,10288,5060
15067,8395,5061
15068,10373,5062
15069,10022,5062
15070,9388,5063
15071,8784,5063
15072,8835,5063
15073,9218,5064
15074,9746,5064
15075,8974,5064
15076,10472,5064
15077,10859,5064
15078,9443,5065
15079,10353,5065
15080,8819,5065
15081,8983,5065
15082,8793,5065
15083,4929,5065
15084,8654,5065
15085,9930,5066
15086,9991,5067
15087,9201,5067
15088,10142,5068
15089,9046,5069
15090,10975,5070
15091,9767,5070
15092,9817,5071
15093,9981,5072
15094,8430,5073
15095,9359,5074
15096,8467,5075
15097,9458,5076
15098,9406,5077
15099,9692,5077
15100,8778,5078
15101,10376,5079
15102,10069,5079
15103,9864,5080
15104,9424,5081
15105,9245,5082
15106,9513,5082
15107,9235,5082
15108,9093,5082
15109,8870,5082
15110,10100,5082
15111,10011,5082
15112,9166,5082
15113,8952,5082
15114,10082,5082
15115,9986,5082
15116,10082,5082
15117,10330,5082
15118,10049,5082
15119,9072,5082
15120,10135,5083
15121,10061,5083
15122,10472,5084
15123,10646,5085
15124,9644,5085
15125,10330,5086
15126,10124,5087
15127,9784,5087
15128,9423,5087
15129,10022,5087
15130,10222,5087
15131,10552,5087
15132,9695,5087
15133,9214,5088
15134,9466,5089
15135,10552,5089
15136,9110,5090
15137,8875,5091
15138,9267,5092
15139,10012,5092
15140,10010,5092
15141,10236,5092
15142,10011,5092
15143,9739,5093
15144,8418,5093
15145,10142,5094
15146,10142,5095
15147,8784,5096
15148,9695,5096
15149,10288,5097
15150,10928,5098
15151,10082,5098
15152,10859,5098
15153,10082,5098
15154,10049,5098
15155,9265,5099
15156,9392,5100
15157,10211,5100
15158,10975,5100
15159,9460,5100
15160,10447,5101
15161,9072,5101
15162,9207,5102
15163,8781,5103
15164,8834,5104
15165,9864,5104
15166,8603,5105
15167,9550,5106
15168,8784,5107
15169,8835,5107
15170,10072,5108
15171,9930,5108
15172,9930,5109
15173,10207,5110
15174,10207,5111
15175,9276,5112
15176,10912,5113
15177,10470,5114
15178,9121,5114
15179,9121,5115
15180,9934,5116
15181,10859,5116
15182,8687,5117
15183,9121,5118
15184,8931,5119
15185,9071,5120
15186,9522,5120
15187,9265,5121
15188,8949,5122
15189,8793,5123
15190,10657,5124
15191,9577,5124
15192,8381,5124
15193,9117,5125
15194,10240,5126
15195,10599,5127
15196,9550,5127
15197,8834,5128
15198,9550,5128
15199,8418,5128
15200,9804,5128
15201,9048,5128
15202,10903,5129
15203,9981,5129
15204,10472,5130
15205,9121,5130
15206,10397,5131
15207,9499,5132
15208,10599,5132
15209,10124,5132
15210,8916,5132
15211,10049,5132
15212,9072,5132
15213,9093,5133
15214,10243,5133
15215,9952,5133
15216,8884,5133
15217,9773,5133
15218,10243,5133
15219,8878,5134
15220,8906,5134
15221,8951,5134
15222,9151,5134
15223,10620,5134
15224,8878,5134
15225,9796,5134
15226,8944,5134
15227,9618,5134
15228,10908,5134
15229,9615,5134
15230,8801,5134
15231,9314,5134
15232,9663,5134
15233,10076,5134
15234,9823,5134
15235,8932,5134
15236,8629,5134
15237,9530,5134
15238,8988,5134
15239,8498,5134
15240,9784,5134
15241,10442,5134
15242,9423,5134
15243,9695,5134
15244,9062,5135
15245,8723,5135
15246,8773,5135
15247,10981,5136
15248,10898,5136
15249,9062,5136
15250,9530,5136
15251,8723,5136
15252,8773,5136
15253,9814,5136
15254,8723,5137
15255,8773,5137
15256,10604,5137
15257,9062,5138
15258,8723,5138
15259,8773,5138
15260,9864,5139
15261,9138,5140
15262,8916,5140
15263,10585,5141
15264,8454,5141
15265,10890,5141
15266,8781,5141
15267,9425,5142
15268,10796,5142
15269,8438,5142
15270,10010,5143
15271,8484,5144
15272,10589,5144
15273,10696,5144
15274,11026,5144
15275,10388,5144
15276,10903,5144
15277,9594,5144
15278,10997,5144
15279,9041,5144
15280,8653,5144
15281,9379,5144
15282,9549,5144
15283,10049,5144
15284,10696,5145
15285,10388,5145
15286,10727,5145
15287,10599,5146
15288,8436,5147
15289,10657,5148
15290,9430,5148
15291,10420,5148
15292,8687,5149
15293,9890,5149
15294,11027,5149
15295,9728,5150
15296,10493,5151
15297,9853,5151
15298,9728,5151
15299,9233,5151
15300,10049,5151
15301,10100,5152
15302,9555,5153
15303,8675,5153
15304,9525,5154
15305,9525,5155
15306,10011,5156
15307,10095,5157
15308,9048,5158
15309,10579,5159
15310,8393,5159
15311,9862,5159
15312,9717,5159
15313,8742,5159
15314,8391,5159
15315,9003,5159
15316,10808,5159
15317,9326,5159
15318,10330,5159
15319,10604,5160
15320,9784,5160
15321,10442,5160
15322,10859,5160
15323,10049,5160
15324,9695,5160
15325,8863,5161
15326,8736,5161
15327,8784,5161
15328,9046,5162
15329,8602,5163
15330,9719,5163
15331,9310,5163
15332,9138,5163
15333,9549,5163
15334,8916,5163
15335,8675,5164
15336,9749,5165
15337,9415,5165
15338,9379,5165
15339,9207,5165
15340,9388,5165
15341,9423,5165
15342,9072,5165
15343,9146,5166
15344,9363,5166
15345,9893,5166
15346,9978,5166
15347,9774,5166
15348,10290,5166
15349,10970,5166
15350,8920,5166
15351,9967,5166
15352,9965,5166
15353,8472,5166
15354,8889,5166
15355,9402,5166
15356,10514,5166
15357,9086,5166
15358,9572,5166
15359,8652,5166
15360,9036,5166
15361,10954,5166
15362,9369,5166
15363,10013,5166
15364,10236,5166
15365,10210,5166
15366,8950,5166
15367,9277,5166
15368,9515,5166
15369,10058,5166
15370,10493,5166
15371,8978,5166
15372,8877,5166
15373,8439,5166
15374,10823,5166
15375,9348,5166
15376,9415,5166
15377,9556,5166
15378,9125,5166
15379,10890,5166
15380,10128,5166
15381,10604,5166
15382,9207,5166
15383,10124,5166
15384,9494,5166
15385,8831,5166
15386,9423,5166
15387,10859,5166
15388,9695,5166
15389,10524,5166
15390,10524,5166
15391,9072,5166
15392,10222,5167
15393,9655,5168
15394,9588,5169
15395,9403,5169
15396,8736,5170
15397,10890,5170
15398,8519,5170
15399,9784,5170
15400,10022,5170
15401,9844,5171
15402,9739,5172
15403,10240,5172
15404,9388,5172
15405,8418,5172
15406,9804,5172
15407,8835,5172
15408,9695,5172
15409,8479,5173
15410,9860,5173
15411,10085,5174
15412,10552,5175
15413,10744,5176
15414,10727,5176
15415,9868,5177
15416,10904,5178
15417,8498,5179
15418,10012,5180
15419,8781,5180
15420,8784,5180
15421,9041,5181
15422,9379,5181
15423,11021,5182
15424,10209,5182
15425,10074,5182
15426,9828,5182
15427,9379,5183
15428,10442,5184
15429,9695,5184
15430,10243,5185
15431,9233,5185
15432,8835,5185
15433,8778,5186
15434,8654,5186
15435,8485,5187
15436,8742,5187
15437,8671,5187
15438,8943,5187
15439,9827,5187
15440,8482,5187
15441,11021,5187
15442,8862,5187
15443,11014,5187
15444,8797,5187
15445,9982,5187
15446,9423,5187
15447,10209,5187
15448,10330,5187
15449,10552,5188
15450,9121,5189
15451,8835,5190
15452,9554,5191
15453,10524,5191
15454,8418,5191
15455,9148,5192
15456,8627,5192
15457,9954,5192
15458,10835,5192
15459,9612,5192
15460,9047,5192
15461,10209,5192
15462,9326,5192
15463,8430,5193
15464,10069,5194
15465,10589,5195
15466,4929,5196
15467,8654,5196
15468,10236,5197
15469,8356,5198
15470,10091,5198
15471,9884,5199
15472,10095,5200
15473,9569,5201
15474,9707,5202
15475,10288,5203
15476,9983,5204
15477,9455,5205
15478,8656,5206
15479,8846,5207
15480,8846,5208
15481,8846,5208
15482,10049,5209
15483,8519,5210
15484,10472,5211
15485,9121,5211
15486,10904,5212
15487,9388,5213
15488,10560,5214
15489,10524,5215
15490,8393,5216
15491,9935,5216
15492,10727,5217
15493,9784,5217
15494,10859,5218
15495,10397,5219
15496,10447,5220
15497,10001,5221
15498,9098,5221
15499,10060,5221
15500,8418,5221
15501,10844,5222
15502,8556,5223
15503,8556,5223
15504,8781,5223
15505,8784,5224
15506,10049,5225
15507,9117,5226
15508,9026,5227
15509,8404,5228
15510,8395,5228
15511,8395,5229
15512,8736,5230
15513,9388,5230
15514,8835,5230
15515,8418,5231
15516,10240,5232
15517,9388,5232
15518,8984,5233
15519,9195,5234
15520,10511,5235
15521,9360,5236
15522,8399,5237
15523,9982,5237
15524,10420,5237
15525,8913,5238
15526,10685,5239
15527,10052,5239
15528,10657,5240
15529,10052,5240
15530,8404,5241
15531,8824,5242
15532,10493,5242
15533,10124,5242
15534,9121,5242
15535,10049,5242
15536,8653,5243
15537,9804,5244
15538,9048,5244
15539,10112,5245
15540,9728,5246
15541,9865,5247
15542,10060,5248
15543,9739,5249
15544,10060,5249
15545,10552,5249
15546,8497,5250
15547,9900,5251
15548,10703,5251
15549,10235,5251
15550,8489,5251
15551,10604,5251
15552,9973,5251
15553,8389,5251
15554,9695,5251
15555,11006,5252
15556,8395,5253
15557,8835,5253
15558,9783,5254
15559,8736,5254
15560,9207,5254
15561,8675,5254
15562,9804,5254
15563,8784,5254
15564,9048,5254
15565,9072,5254
15566,8558,5255
15567,10124,5255
15568,9870,5255
15569,10777,5255
15570,10095,5255
15571,10859,5255
15572,9125,5255
15573,10397,5255
15574,10085,5256
15575,10123,5256
15576,10124,5256
15577,9455,5257
15578,8599,5258
15579,10708,5258
15580,9030,5259
15581,9294,5260
15582,9695,5260
15583,9106,5261
15584,10599,5261
15585,8863,5262
15586,9106,5263
15587,8835,5264
15588,8418,5264
15589,9948,5265
15590,9326,5265
15591,8654,5265
15592,9382,5266
15593,10049,5267
15594,9969,5268
15595,9746,5268
15596,10912,5268
15597,9207,5268
15598,9360,5268
15599,10552,5268
15600,10049,5268
15601,9072,5268
15602,9258,5269
15603,8430,5269
15604,10997,5269
15605,10890,5269
15606,10524,5269
15607,9525,5270
15608,10744,5271
15609,8391,5271
15610,11014,5271
15611,10330,5271
15612,9265,5272
15613,9449,5273
15614,8675,5273
15615,8835,5273
15616,9116,5274
15617,10074,5274
15618,9124,5274
15619,9853,5275
15620,8952,5276
15621,9047,5277
15622,10552,5278
15623,8741,5279
15624,10890,5279
15625,8519,5279
15626,8497,5280
15627,9326,5280
15628,8949,5281
15629,8862,5282
15630,9326,5282
15631,9865,5283
15632,9233,5283
15633,9687,5284
15634,9121,5284
15635,10552,5284
15636,10524,5285
15637,9704,5286
15638,8737,5287
15639,9631,5287
15640,8930,5287
15641,9499,5287
15642,9739,5287
15643,9415,5287
15644,9207,5287
15645,9388,5287
15646,10859,5287
15647,8675,5287
15648,10060,5287
15649,8418,5287
15650,9804,5287
15651,9048,5287
15652,10552,5287
15653,8835,5287
15654,9072,5287
15655,9802,5288
15656,8859,5288
15657,9828,5288
15658,8418,5289
15659,9804,5289
15660,8784,5289
15661,9048,5289
15662,9741,5290
15663,10903,5290
15664,10388,5290
15665,10236,5291
15666,9277,5291
15667,10803,5291
15668,10493,5291
15669,9515,5291
15670,8418,5291
15671,9423,5291
15672,8784,5291
15673,9121,5292
15674,10561,5293
15675,10397,5293
15676,8498,5294
15677,10022,5294
15678,9814,5294
15679,10022,5295
15680,10319,5296
15681,11030,5296
15682,9167,5296
15683,10049,5297
15684,9156,5298
15685,10568,5299
15686,8454,5299
15687,8629,5300
15688,8781,5300
15689,10332,5301
15690,8362,5301
15691,8674,5302
15692,8675,5302
15693,8602,5303
15694,8519,5303
15695,10049,5304
15696,10146,5305
15697,9179,5305
15698,8984,5306
15699,9644,5306
15700,9955,5307
15701,9955,5308
15702,10011,5308
15703,8950,5309
15704,9784,5309
15705,10599,5310
15706,10049,5310
15707,10049,5311
15708,9828,5312
15709,8747,5313
15710,9890,5314
15711,8616,5315
15712,8587,5315
15713,10420,5315
15714,9427,5316
15715,9737,5317
15716,10000,5317
15717,9555,5317
15718,10128,5317
15719,9655,5318
15720,9773,5319
15721,9986,5319
15722,9899,5319
15723,10397,5319
15724,10604,5319
15725,9728,5319
15726,8831,5319
15727,10049,5319
15728,8774,5320
15729,9626,5320
15730,8395,5321
15731,8784,5322
15732,10903,5323
15733,8599,5323
15734,9784,5324
15735,9637,5325
15736,8781,5326
15737,10826,5327
15738,9754,5328
15739,10183,5328
15740,9460,5328
15741,9864,5328
15742,10524,5328
15743,9814,5328
15744,9869,5329
15745,9205,5329
15746,9175,5329
15747,9814,5329
15748,8430,5330
15749,8448,5331
15750,8793,5332
15751,9739,5333
15752,8831,5334
15753,10903,5335
15754,10245,5336
15755,9382,5337
15756,9707,5338
15757,9819,5339
15758,10010,5340
15759,10011,5340
15760,10727,5341
15761,10180,5342
15762,9844,5343
15763,8453,5344
15764,9348,5345
15765,9100,5346
15766,8769,5347
15767,10057,5348
15768,9784,5348
15769,10442,5348
15770,8728,5349
15771,8729,5350
15772,9522,5351
15773,8939,5352
15774,10616,5353
15775,8793,5354
15776,8395,5355
15777,10240,5355
15778,9233,5355
15779,9314,5356
15780,9299,5356
15781,9663,5356
15782,8824,5356
15783,8498,5356
15784,10859,5356
15785,9695,5356
15786,9765,5357
15787,10237,5357
15788,10699,5357
15789,9472,5357
15790,9314,5357
15791,9739,5357
15792,8395,5357
15793,10240,5357
15794,9388,5357
15795,8784,5357
15796,9314,5358
15797,10803,5358
15798,9233,5358
15799,10903,5359
15800,9817,5360
15801,9609,5361
15802,9618,5361
15803,10961,5361
15804,9281,5361
15805,8848,5361
15806,8702,5361
15807,8681,5361
15808,8932,5361
15809,9823,5361
15810,9348,5361
15811,8395,5361
15812,10908,5361
15813,8498,5361
15814,10442,5361
15815,10124,5361
15816,9784,5361
15817,9695,5361
15818,10024,5362
15819,9110,5362
15820,9382,5362
15821,9449,5363
15822,9415,5363
15823,9207,5363
15824,9072,5363
15825,9554,5363
15826,8784,5363
15827,10552,5363
15828,10060,5363
15829,8418,5363
15830,9438,5364
15831,8705,5364
15832,8797,5364
15833,10209,5364
15834,8898,5365
15835,10375,5365
15836,9506,5365
15837,10643,5365
15838,9906,5365
15839,10397,5365
15840,10824,5366
15841,8553,5366
15842,9394,5366
15843,10060,5366
15844,8793,5366
15845,8793,5366
15846,8556,5367
15847,8675,5367
15848,8418,5367
15849,8784,5367
15850,8835,5367
15851,8930,5368
15852,9361,5368
15853,10614,5368
15854,8725,5368
15855,9415,5368
15856,9138,5368
15857,9207,5368
15858,8793,5368
15859,9072,5368
15860,8725,5369
15861,8793,5369
15862,9695,5370
15863,9220,5371
15864,9506,5371
15865,9457,5372
15866,10049,5372
15867,8849,5373
15868,9690,5374
15869,9655,5375
15870,9430,5375
15871,11014,5375
15872,9935,5375
15873,10330,5375
15874,8418,5376
15875,8452,5377
15876,9388,5377
15877,8675,5377
15878,10022,5377
15879,9192,5378
15880,9863,5379
15881,10330,5380
15882,9326,5381
15883,9179,5382
15884,10010,5382
15885,8793,5382
15886,9155,5383
15887,10524,5383
15888,9010,5384
15889,9415,5384
15890,8415,5385
15891,9506,5385
15892,10954,5386
15893,10646,5387
15894,8578,5387
15895,8578,5388
15896,10744,5389
15897,9817,5389
15898,10708,5389
15899,10022,5389
15900,9124,5390
15901,11006,5391
15902,8687,5391
15903,10912,5391
15904,10605,5392
15905,10928,5392
15906,9109,5392
15907,10604,5392
15908,9360,5392
15909,10049,5392
15910,9728,5393
15911,8916,5393
15912,10049,5393
15913,9536,5394
15914,8418,5395
15915,9728,5396
15916,10082,5396
15917,9294,5397
15918,9360,5398
15919,10177,5399
15920,8781,5399
15921,8784,5399
15922,9844,5400
15923,8598,5401
15924,10552,5402
15925,8875,5403
15926,10330,5404
15927,9730,5405
15928,9129,5406
15929,9207,5406
15930,10330,5406
15931,8793,5407
15932,10997,5408
15933,8393,5409
15934,8834,5410
15935,8418,5410
15936,9804,5410
15937,9048,5410
15938,8781,5411
15939,9047,5412
15940,9862,5412
15941,11021,5412
15942,9026,5412
15943,10074,5412
15944,9124,5412
15945,8870,5413
15946,8736,5413
15947,9310,5414
15948,10524,5415
15949,9310,5415
15950,8890,5416
15951,9615,5416
15952,9299,5416
15953,8438,5416
15954,9348,5416
15955,10124,5416
15956,10442,5416
15957,9423,5416
15958,10049,5416
15959,9695,5416
15960,8792,5417
15961,8819,5417
15962,9152,5418
15963,9506,5418
15964,9121,5419
15965,9125,5420
15966,9707,5420
15967,8607,5421
15968,10057,5421
15969,8578,5421
15970,9784,5421
15971,10095,5421
15972,8862,5422
15973,9092,5423
15974,8902,5423
15975,9549,5423
15976,8418,5424
15977,10684,5425
15978,9013,5426
15979,10514,5426
15980,9971,5426
15981,10039,5427
15982,9455,5428
15983,8747,5428
15984,9496,5429
15985,8884,5429
15986,10057,5429
15987,9767,5429
15988,9899,5429
15989,10397,5429
15990,10524,5429
15991,9899,5430
15992,8418,5430
15993,8977,5431
15994,8920,5431
15995,8977,5431
15996,9121,5432
15997,9815,5433
15998,9890,5433
15999,9817,5433
16000,10534,5434
16001,10045,5435
16002,9492,5435
16003,9577,5435
16004,10074,5435
16005,8675,5436
16006,8835,5436
16007,8736,5437
16008,8418,5437
16009,8784,5437
16010,9299,5438
16011,10049,5438
16012,10225,5439
16013,10727,5440
16014,9728,5440
16015,9382,5441
16016,10146,5442
16017,8587,5442
16018,9276,5442
16019,9124,5442
16020,9550,5443
16021,8675,5444
16022,9072,5444
16023,8835,5444
16024,8418,5444
16025,10777,5445
16026,9423,5445
16027,10524,5445
16028,8418,5445
16029,10766,5446
16030,9695,5446
16031,8725,5447
16032,10049,5448
16033,11026,5449
16034,9214,5449
16035,9379,5450
16036,8881,5451
16037,9621,5451
16038,9767,5451
16039,10791,5452
16040,9663,5452
16041,9637,5452
16042,9423,5452
16043,8498,5453
16044,9852,5454
16045,9550,5455
16046,9550,5456
16047,9429,5457
16048,10022,5457
16049,8620,5458
16050,9556,5458
16051,9637,5458
16052,8772,5459
16053,9637,5459
16054,9907,5460
16055,9804,5460
16056,9048,5460
16057,10049,5461
16058,8784,5462
16059,10139,5463
16060,9121,5463
16061,9870,5464
16062,8705,5465
16063,10011,5465
16064,10082,5466
16065,10082,5466
16066,8668,5467
16067,8849,5467
16068,9783,5467
16069,8834,5467
16070,9048,5467
16071,9783,5468
16072,10777,5468
16073,8784,5468
16074,8389,5469
16075,9072,5469
16076,9684,5470
16077,10552,5470
16078,9326,5471
16079,10049,5472
16080,9860,5473
16081,8870,5474
16082,10060,5474
16083,8418,5474
16084,9046,5475
16085,9554,5475
16086,9890,5476
16087,9072,5476
16088,9870,5477
16089,9637,5478
16090,9644,5478
16091,10604,5478
16092,10859,5478
16093,9072,5478
16094,8950,5479
16095,10082,5479
16096,9550,5479
16097,10049,5479
16098,10859,5480
16099,10552,5481
16100,8519,5482
16101,11013,5483
16102,9030,5483
16103,10397,5484
16104,8781,5485
16105,9644,5486
16106,9695,5486
16107,9109,5487
16108,9227,5488
16109,8618,5489
16110,9648,5490
16111,9220,5491
16112,8846,5491
16113,8519,5491
16114,10727,5492
16115,10708,5492
16116,10863,5493
16117,9696,5494
16118,8841,5494
16119,10808,5494
16120,10644,5495
16121,8519,5495
16122,10981,5496
16123,10898,5496
16124,8756,5496
16125,10223,5496
16126,10635,5496
16127,10890,5496
16128,9460,5496
16129,10240,5496
16130,8578,5496
16131,10222,5496
16132,9016,5497
16133,10644,5497
16134,9499,5497
16135,9907,5497
16136,9853,5497
16137,8519,5497
16138,9388,5497
16139,8675,5497
16140,8784,5497
16141,10060,5497
16142,9499,5497
16143,9804,5497
16144,9048,5497
16145,10049,5497
16146,10222,5498
16147,9653,5499
16148,9109,5499
16149,9982,5500
16150,9603,5501
16151,10017,5501
16152,9940,5502
16153,9348,5502
16154,8793,5503
16155,4929,5504
16156,8654,5504
16157,10839,5505
16158,8780,5506
16159,8950,5507
16160,10524,5507
16161,8793,5508
16162,9853,5509
16163,8869,5510
16164,8835,5510
16165,9048,5511
16166,8668,5512
16167,8849,5512
16168,10420,5512
16169,9816,5513
16170,9264,5513
16171,8901,5513
16172,10330,5513
16173,8418,5514
16174,9635,5515
16175,8984,5515
16176,9048,5515
16177,10061,5516
16178,9155,5516
16179,9207,5516
16180,10524,5516
16181,9072,5516
16182,9846,5517
16183,8519,5517
16184,10100,5518
16185,10552,5518
16186,9121,5519
16187,10099,5520
16188,9109,5521
16189,10177,5521
16190,9457,5521
16191,10060,5521
16192,10859,5522
16193,10871,5523
16194,10069,5523
16195,9636,5523
16196,10097,5523
16197,9600,5523
16198,10599,5523
16199,10561,5523
16200,9804,5524
16201,9048,5524
16202,10006,5525
16203,10561,5526
16204,8674,5526
16205,8736,5526
16206,10222,5527
16207,8497,5528
16208,10852,5529
16209,10852,5529
16210,8834,5530
16211,9804,5530
16212,9048,5530
16213,8418,5530
16214,9804,5531
16215,9048,5531
16216,10057,5532
16217,10997,5532
16218,9814,5532
16219,9784,5532
16220,10243,5533
16221,8629,5534
16222,10167,5535
16223,8532,5536
16224,9406,5537
16225,8830,5538
16226,9201,5538
16227,9698,5539
16228,9156,5539
16229,9525,5539
16230,8819,5539
16231,9695,5539
16232,8819,5540
16233,8722,5541
16234,10061,5542
16235,9379,5543
16236,10239,5544
16237,10685,5544
16238,10209,5545
16239,9326,5545
16240,9741,5546
16241,8556,5547
16242,8938,5548
16243,9492,5549
16244,10499,5549
16245,9577,5549
16246,10420,5549
16247,9124,5549
16248,10022,5550
16249,9299,5551
16250,10808,5551
16251,9016,5552
16252,10470,5552
16253,8949,5552
16254,10152,5552
16255,8511,5552
16256,10245,5552
16257,9041,5552
16258,10920,5552
16259,10139,5552
16260,9971,5552
16261,9379,5552
16262,9125,5552
16263,8781,5552
16264,8793,5552
16265,10397,5553
16266,10049,5553
16267,10362,5554
16268,9138,5555
16269,9388,5555
16270,8835,5555
16271,8916,5555
16272,8511,5556
16273,9041,5556
16274,9379,5556
16275,10552,5557
16276,10124,5558
16277,8809,5559
16278,9804,5560
16279,9048,5560
16280,10552,5561
16281,8705,5562
16282,9506,5562
16283,9492,5563
16284,9048,5563
16285,10997,5564
16286,9293,5565
16287,10090,5566
16288,9906,5566
16289,8723,5567
16290,10982,5567
16291,8736,5568
16292,10049,5568
16293,8835,5568
16294,10657,5569
16295,10420,5569
16296,9817,5570
16297,8674,5571
16298,9982,5572
16299,10022,5572
16300,9169,5573
16301,9169,5573
16302,9169,5573
16303,9648,5573
16304,9169,5573
16305,9406,5573
16306,8793,5573
16307,10222,5574
16308,9695,5574
16309,10375,5575
16310,8839,5575
16311,10063,5575
16312,10493,5575
16313,9637,5575
16314,9549,5575
16315,8651,5575
16316,9554,5575
16317,8784,5575
16318,10060,5575
16319,9086,5576
16320,9449,5576
16321,9277,5576
16322,9361,5576
16323,9524,5576
16324,9704,5576
16325,8651,5576
16326,9930,5576
16327,9499,5576
16328,9276,5576
16329,9233,5576
16330,8781,5576
16331,10060,5576
16332,9554,5576
16333,9072,5576
16334,9371,5577
16335,10061,5578
16336,8418,5578
16337,9695,5579
16338,9707,5580
16339,9846,5581
16340,8519,5581
16341,9388,5581
16342,8675,5581
16343,8418,5581
16344,8835,5581
16345,9925,5582
16346,10297,5583
16347,10128,5584
16348,9655,5585
16349,8705,5586
16350,9125,5587
16351,10859,5587
16352,8870,5588
16353,9802,5589
16354,8859,5589
16355,8651,5589
16356,9828,5589
16357,9804,5589
16358,10060,5589
16359,9048,5589
16360,8658,5590
16361,8418,5591
16362,8671,5592
16363,8858,5592
16364,9003,5592
16365,10074,5593
16366,10222,5594
16367,10128,5595
16368,9415,5596
16369,8651,5596
16370,9499,5596
16371,9554,5596
16372,8784,5596
16373,10060,5596
16374,8793,5596
16375,9837,5597
16376,10139,5598
16377,10095,5598
16378,9695,5599
16379,8986,5600
16380,8912,5600
16381,10904,5601
16382,9538,5602
16383,9804,5602
16384,9650,5603
16385,8704,5603
16386,9430,5603
16387,8976,5603
16388,10022,5603
16389,10277,5604
16390,8839,5604
16391,8389,5604
16392,9973,5604
16393,9525,5604
16394,8531,5605
16395,11016,5605
16396,10685,5605
16397,9948,5605
16398,9862,5605
16399,9030,5605
16400,8391,5605
16401,8943,5605
16402,10052,5605
16403,9828,5605
16404,10022,5605
16405,10049,5606
16406,9899,5607
16407,10614,5608
16408,8651,5608
16409,9554,5608
16410,8784,5608
16411,9554,5609
16412,10060,5609
16413,9804,5609
16414,8784,5609
16415,9048,5609
16416,8675,5610
16417,8835,5610
16418,8784,5610
16419,10237,5611
16420,8737,5612
16421,9907,5612
16422,9457,5612
16423,9860,5612
16424,8497,5612
16425,9388,5612
16426,8835,5612
16427,9804,5612
16428,10524,5612
16429,9048,5612
16430,9124,5613
16431,10330,5614
16432,10397,5615
16433,10418,5616
16434,9158,5616
16435,9954,5616
16436,9047,5616
16437,11016,5616
16438,8858,5616
16439,9862,5616
16440,9182,5616
16441,10074,5616
16442,9124,5616
16443,9355,5617
16444,9971,5617
16445,8884,5618
16446,10890,5618
16447,10095,5618
16448,10524,5618
16449,9899,5619
16450,9899,5620
16451,10442,5620
16452,9784,5620
16453,10766,5621
16454,8482,5622
16455,9030,5622
16456,8772,5622
16457,10074,5622
16458,9124,5622
16459,9415,5623
16460,8736,5623
16461,9207,5623
16462,9554,5623
16463,9072,5623
16464,8784,5623
16465,10060,5623
16466,8418,5623
16467,9823,5624
16468,9124,5624
16469,10334,5625
16470,8797,5625
16471,10685,5625
16472,8988,5626
16473,8519,5626
16474,8808,5627
16475,10233,5627
16476,8930,5627
16477,8769,5627
16478,9415,5627
16479,9207,5627
16480,8784,5627
16481,9072,5627
16482,10845,5628
16483,9409,5628
16484,8367,5628
16485,9862,5628
16486,9717,5628
16487,9003,5628
16488,8705,5628
16489,10209,5628
16490,9804,5629
16491,9048,5629
16492,10049,5630
16493,10714,5631
16494,10714,5631
16495,10049,5632
16496,8400,5633
16497,11013,5633
16498,10420,5633
16499,9506,5633
16500,10074,5633
16501,9124,5633
16502,10288,5634
16503,9415,5635
16504,8952,5635
16505,9072,5635
16506,9554,5635
16507,8674,5636
16508,9971,5636
16509,9276,5637
16510,8519,5638
16511,10923,5639
16512,8947,5639
16513,8881,5639
16514,8489,5639
16515,8722,5639
16516,10211,5639
16517,9484,5639
16518,9530,5639
16519,9556,5639
16520,9550,5639
16521,10124,5639
16522,9360,5639
16523,9784,5639
16524,10222,5639
16525,10082,5640
16526,9114,5641
16527,10621,5641
16528,10791,5641
16529,10097,5641
16530,9023,5641
16531,8932,5641
16532,10635,5641
16533,9986,5641
16534,10049,5641
16535,10222,5641
16536,9072,5641
16537,8771,5642
