,target1,target2
7570,9382,2495
7571,9382,2495
7572,8675,2496
7573,9382,2497
7574,9382,2497
7575,8793,2497
7576,10463,2498
7577,10187,2498
7578,10414,2498
7579,10097,2498
7580,9600,2498
7581,10561,2498
7582,9455,2498
7583,10011,2498
7584,10463,2499
7585,10477,2500
7586,8949,2501
7587,9803,2501
7588,9906,2501
7589,9930,2501
7590,8978,2501
7591,9804,2501
7592,8793,2501
7593,9602,2502
7594,9602,2503
7595,9930,2504
7596,10288,2504
7597,8973,2505
7598,8778,2505
7599,10288,2505
7600,8912,2506
7601,8397,2507
7602,8986,2507
7603,9644,2507
7604,9382,2507
7605,10082,2507
7606,8654,2508
7607,8778,2508
7608,8986,2508
7609,9043,2508
7610,9382,2508
7611,9539,2508
7612,9644,2508
7613,9833,2509
7614,8836,2509
7615,8777,2510
7616,9364,2511
7617,10878,2512
7618,8842,2512
7619,8793,2512
7620,9011,2513
7621,9993,2513
7622,9838,2513
7623,9026,2514
7624,9922,2514
7625,9023,2514
7626,9922,2515
7627,9023,2515
7628,8511,2516
7629,9922,2516
7630,9023,2516
7631,9121,2516
7632,9804,2516
7633,9048,2516
7634,8793,2516
7635,9121,2516
7636,9299,2517
7637,8565,2518
7638,10420,2518
7639,9506,2518
7640,8960,2519
7641,9060,2519
7642,9544,2519
7643,9690,2519
7644,9921,2519
7645,10888,2519
7646,9802,2519
7647,9952,2519
7648,10267,2519
7649,10496,2519
7650,8553,2519
7651,8642,2519
7652,8766,2519
7653,9696,2519
7654,9965,2519
7655,10498,2519
7656,10876,2519
7657,8652,2519
7658,9402,2519
7659,9551,2519
7660,9581,2519
7661,9754,2519
7662,10069,2519
7663,10196,2519
7664,10353,2519
7665,8745,2519
7666,9044,2519
7667,9598,2519
7668,9846,2519
7669,10615,2519
7670,8937,2519
7671,9086,2519
7672,9109,2519
7673,9135,2519
7674,10684,2519
7675,10954,2519
7676,9515,2519
7677,9530,2519
7678,9601,2519
7679,10225,2519
7680,10882,2519
7681,8901,2519
7682,8373,2519
7683,9085,2519
7684,9513,2519
7685,10130,2519
7686,10646,2519
7687,10013,2519
7688,10912,2519
7689,9166,2519
7690,8769,2519
7691,10511,2519
7692,10614,2519
7693,10058,2519
7694,10152,2519
7695,8777,2519
7696,9277,2519
7697,9739,2519
7698,10109,2519
7699,8454,2519
7700,10626,2519
7701,9414,2519
7702,9797,2519
7703,9986,2519
7704,8389,2519
7705,9382,2519
7706,9455,2519
7707,9549,2519
7708,9220,2519
7709,9233,2519
7710,10139,2519
7711,9164,2519
7712,10823,2519
7713,10890,2519
7714,10904,2519
7715,10209,2519
7716,10124,2519
7717,9644,2519
7718,8916,2519
7719,9555,2519
7720,9494,2519
7721,8781,2519
7722,9817,2519
7723,9072,2519
7724,9554,2519
7725,9804,2519
7726,10240,2519
7727,9382,2519
7728,10524,2519
7729,8831,2519
7730,8418,2519
7731,10049,2519
7732,8793,2519
7733,8983,2520
7734,8875,2521
7735,9472,2522
7736,9121,2522
7737,8618,2523
7738,9803,2523
7739,9155,2524
7740,10524,2524
7741,9295,2525
7742,10060,2525
7743,9760,2526
7744,8937,2526
7745,8793,2527
7746,8793,2528
7747,10214,2529
7748,10087,2530
7749,8667,2531
7750,10388,2532
7751,8824,2533
7752,10000,2534
7753,8793,2535
7754,8840,2536
7755,10099,2536
7756,9460,2536
7757,8453,2537
7758,10898,2537
7759,8511,2537
7760,9041,2537
7761,9379,2537
7762,9207,2537
7763,8781,2537
7764,8840,2538
7765,8970,2539
7766,9098,2539
7767,10024,2540
7768,8840,2540
7769,8841,2540
7770,10102,2541
7771,9048,2541
7772,9802,2542
7773,9696,2542
7774,9606,2542
7775,9241,2543
7776,10213,2543
7777,9696,2543
7778,8489,2543
7779,10076,2543
7780,9415,2543
7781,9870,2543
7782,8684,2544
7783,10898,2544
7784,9752,2545
7785,8992,2545
7786,8901,2545
7787,8883,2545
7788,10330,2545
7789,10330,2545
7790,8830,2546
7791,8986,2546
7792,8912,2546
7793,4929,2546
7794,8654,2546
7795,9539,2547
7796,8830,2547
7797,9272,2547
7798,9201,2547
7799,8912,2547
7800,9569,2547
7801,8778,2547
7802,8793,2547
7803,4929,2547
7804,8654,2547
7805,8960,2548
7806,10014,2548
7807,9407,2548
7808,10997,2548
7809,9860,2548
7810,8793,2548
7811,9628,2549
7812,9406,2550
7813,8704,2551
7814,8858,2551
7815,9406,2551
7816,9991,2551
7817,8862,2551
7818,9003,2551
7819,10420,2551
7820,8797,2551
7821,8497,2551
7822,10330,2551
7823,8793,2552
7824,9379,2553
7825,8651,2554
7826,9631,2555
7827,8519,2555
7828,10128,2556
7829,9175,2557
7830,9524,2557
7831,8629,2557
7832,8781,2557
7833,9267,2558
7834,8863,2558
7835,8736,2558
7836,8418,2558
7837,8784,2558
7838,10013,2559
7839,9348,2559
7840,8674,2559
7841,9638,2560
7842,10414,2560
7843,9130,2560
7844,8402,2560
7845,8819,2560
7846,9382,2560
7847,8819,2561
7848,9551,2562
7849,9692,2562
7850,9569,2562
7851,9110,2562
7852,9072,2562
7853,9569,2563
7854,9636,2564
7855,10067,2564
7856,8949,2565
7857,8793,2566
7858,9837,2567
7859,10210,2568
7860,10890,2568
7861,9272,2569
7862,9603,2569
7863,9983,2569
7864,8452,2569
7865,9539,2569
7866,8503,2569
7867,8986,2569
7868,8653,2569
7869,9382,2569
7870,8654,2569
7871,8654,2570
7872,9181,2571
7873,9272,2571
7874,9539,2571
7875,8822,2571
7876,8653,2571
7877,8778,2571
7878,8654,2571
7879,8471,2572
7880,8832,2572
7881,9961,2572
7882,10124,2572
7883,10139,2572
7884,8784,2572
7885,9554,2572
7886,10060,2572
7887,9125,2572
7888,8793,2572
7889,8831,2572
7890,9646,2573
7891,10883,2574
7892,8430,2575
7893,9879,2575
7894,10190,2575
7895,8642,2575
7896,9088,2575
7897,9484,2575
7898,10071,2575
7899,9225,2575
7900,9330,2575
7901,9428,2575
7902,8838,2575
7903,9023,2575
7904,9321,2575
7905,9331,2575
7906,9844,2575
7907,9429,2575
7908,9923,2575
7909,9008,2575
7910,8877,2575
7911,10049,2575
7912,9882,2576
7913,10531,2576
7914,9648,2576
7915,10072,2576
7916,9220,2576
7917,10245,2576
7918,9906,2576
7919,8519,2576
7920,8890,2577
7921,9971,2578
7922,10420,2578
7923,10221,2579
7924,10626,2579
7925,10288,2579
7926,9930,2580
7927,8983,2581
7928,8793,2581
7929,9569,2582
7930,8781,2583
7931,9130,2584
7932,9833,2585
7933,9010,2585
7934,8599,2585
7935,10708,2585
7936,8654,2585
7937,9899,2586
7938,10109,2587
7939,9934,2587
7940,8429,2587
7941,10184,2587
7942,9955,2587
7943,10205,2587
7944,10057,2587
7945,8439,2587
7946,9864,2587
7947,9494,2588
7948,10127,2589
7949,10017,2589
7950,9100,2590
7951,9838,2590
7952,9466,2590
7953,9860,2590
7954,8778,2590
7955,9494,2590
7956,8654,2590
7957,10610,2591
7958,10752,2592
7959,10388,2592
7960,9797,2592
7961,9138,2592
7962,9549,2592
7963,9121,2593
7964,9841,2594
7965,8418,2594
7966,8834,2595
7967,9388,2595
7968,8418,2595
7969,9804,2595
7970,9048,2595
7971,8835,2595
7972,9688,2596
7973,10762,2597
7974,10762,2598
7975,8654,2599
7976,8560,2600
7977,10549,2601
7978,9906,2601
7979,9817,2601
7980,10082,2601
7981,8784,2601
7982,10049,2601
7983,9695,2601
7984,9698,2602
7985,10552,2603
7986,10969,2604
7987,9665,2604
7988,9052,2604
7989,9347,2605
7990,10235,2605
7991,10160,2605
7992,9382,2605
7993,8831,2605
7994,9379,2606
7995,10025,2607
7996,8793,2607
7997,8531,2608
7998,9430,2608
7999,8391,2608
8000,9003,2608
8001,11014,2608
8002,8797,2608
8003,9935,2608
8004,10081,2609
8005,10081,2610
8006,9221,2611
8007,9887,2611
8008,8620,2611
8009,9742,2611
8010,8740,2611
8011,10969,2611
8012,9052,2611
8013,9052,2611
8014,8777,2612
8015,9800,2613
8016,9954,2613
8017,10835,2613
8018,9047,2613
8019,8393,2613
8020,9003,2613
8021,8797,2613
8022,8497,2613
8023,9935,2613
8024,9326,2613
8025,8653,2613
8026,8883,2614
8027,9506,2614
8028,11030,2615
8029,11031,2616
8030,9671,2617
8031,9671,2618
8032,9671,2619
8033,9671,2619
8034,10049,2620
8035,10509,2621
8036,9940,2622
8037,10652,2622
8038,9591,2622
8039,9058,2623
8040,9792,2623
8041,10600,2623
8042,8989,2623
8043,10058,2623
8044,9015,2623
8045,10058,2623
8046,8974,2623
8047,8974,2623
8048,8793,2624
8049,8699,2625
8050,9305,2626
8051,9594,2626
8052,10511,2626
8053,9865,2626
8054,9359,2627
8055,10644,2627
8056,8453,2627
8057,8974,2627
8058,9853,2627
8059,8974,2627
8060,9424,2628
8061,8819,2629
8062,10139,2630
8063,8781,2630
8064,9695,2630
8065,9300,2631
8066,8722,2632
8067,8916,2633
8068,10605,2634
8069,8436,2634
8070,9930,2634
8071,10288,2635
8072,9930,2636
8073,9930,2637
8074,8793,2637
8075,9337,2638
8076,8848,2638
8077,10481,2638
8078,9158,2638
8079,9524,2638
8080,10583,2638
8081,9964,2638
8082,9719,2638
8083,8774,2638
8084,8651,2638
8085,9899,2638
8086,9549,2638
8087,10288,2638
8088,9164,2638
8089,9554,2638
8090,10060,2638
8091,9499,2638
8092,8793,2638
8093,10397,2638
8094,9682,2639
8095,8793,2639
8096,9804,2640
8097,9048,2640
8098,9695,2641
8099,10049,2642
8100,10791,2643
8101,8842,2643
8102,9684,2643
8103,8511,2643
8104,9041,2643
8105,9379,2643
8106,9016,2644
8107,9853,2644
8108,10553,2645
8109,10102,2645
8110,10106,2645
8111,9964,2645
8112,10102,2646
8113,9026,2647
8114,9057,2648
8115,9983,2648
8116,9991,2648
8117,8822,2648
8118,9494,2648
8119,8367,2649
8120,11016,2649
8121,9890,2649
8122,10209,2649
8123,8497,2649
8124,8654,2649
8125,9925,2650
8126,10221,2650
8127,8784,2650
8128,9041,2651
8129,9379,2651
8130,9719,2651
8131,9138,2651
8132,9549,2651
8133,9310,2651
8134,10288,2652
8135,10928,2653
8136,9991,2653
8137,10552,2653
8138,11036,2654
8139,8362,2654
8140,10593,2655
8141,9390,2656
8142,10209,2657
8143,10010,2658
8144,9932,2659
8145,9371,2660
8146,9360,2660
8147,8759,2661
8148,10288,2662
8149,9205,2663
8150,10626,2663
8151,8781,2663
8152,9348,2663
8153,9930,2663
8154,10245,2663
8155,8439,2663
8156,9093,2663
8157,9043,2663
8158,8835,2663
8159,10017,2664
8160,9693,2665
8161,10397,2666
8162,10700,2667
8163,8391,2667
8164,8943,2667
8165,10022,2667
8166,9506,2667
8167,10074,2667
8168,9700,2668
8169,8846,2669
8170,10496,2670
8171,8556,2670
8172,9388,2670
8173,8418,2670
8174,9804,2670
8175,9048,2670
8176,8835,2670
8177,8578,2671
8178,10330,2671
8179,10330,2672
8180,10900,2673
8181,8471,2673
8182,10823,2673
8183,9556,2673
8184,9944,2674
8185,10328,2674
8186,10549,2674
8187,10420,2674
8188,10330,2674
8189,8947,2675
8190,10653,2675
8191,8756,2675
8192,9125,2675
8193,8870,2675
8194,8932,2675
8195,9299,2675
8196,10796,2675
8197,8681,2675
8198,8769,2675
8199,10507,2675
8200,10908,2675
8201,8498,2675
8202,9986,2675
8203,9233,2675
8204,10442,2675
8205,9125,2675
8206,9360,2675
8207,10859,2675
8208,10095,2675
8209,9695,2675
8210,10049,2675
8211,10239,2676
8212,9335,2676
8213,8439,2676
8214,9930,2676
8215,8538,2677
8216,10330,2677
8217,9839,2678
8218,10049,2679
8219,8793,2679
8220,9699,2680
8221,8949,2680
8222,9167,2680
8223,10200,2680
8224,9525,2680
8225,9698,2680
8226,9194,2680
8227,8673,2680
8228,9195,2680
8229,10689,2681
8230,9525,2681
8231,9698,2681
8232,9195,2681
8233,9233,2682
8234,10982,2683
8235,9233,2683
8236,9345,2684
8237,9483,2684
8238,8555,2684
8239,10142,2684
8240,9484,2684
8241,9767,2684
8242,9379,2685
8243,9423,2686
8244,9170,2687
8245,10186,2687
8246,9704,2687
8247,8793,2687
8248,9930,2688
8249,9494,2688
8250,8781,2688
8251,8654,2688
8252,9985,2689
8253,9494,2690
8254,8793,2691
8255,9902,2692
8256,9902,2693
8257,8578,2693
8258,10022,2693
8259,10552,2693
8260,9902,2694
8261,8578,2694
8262,10552,2694
8263,9181,2695
8264,9531,2696
8265,9532,2696
8266,9819,2697
8267,10222,2697
8268,8793,2697
8269,8793,2697
8270,8371,2698
8271,9767,2698
8272,8793,2698
8273,9048,2699
8274,10925,2700
8275,9494,2700
8276,10552,2700
8277,10221,2701
8278,8778,2702
8279,10442,2703
8280,9695,2703
8281,8438,2704
8282,10276,2705
8283,10267,2705
8284,10236,2705
8285,9414,2705
8286,8793,2705
8287,8356,2706
8288,10561,2706
8289,9864,2706
8290,9283,2707
8291,10012,2707
8292,10975,2708
8293,9155,2708
8294,9233,2708
8295,10524,2708
8296,8560,2709
8297,8439,2709
8298,8793,2709
8299,8560,2710
8300,8983,2710
8301,8629,2710
8302,8439,2710
8303,9455,2710
8304,9164,2710
8305,10288,2710
8306,8781,2710
8307,9864,2710
8308,9494,2710
8309,8983,2710
8310,9554,2710
8311,8793,2710
8312,9524,2711
8313,8674,2711
8314,8793,2711
8315,9425,2712
8316,8498,2712
8317,9121,2712
8318,8511,2713
8319,9484,2714
8320,10689,2715
8321,9130,2715
8322,8668,2716
8323,9692,2717
8324,8974,2717
8325,9121,2718
8326,9942,2719
8327,10536,2719
8328,10097,2719
8329,8950,2719
8330,9870,2719
8331,9637,2719
8332,10095,2719
8333,8989,2720
8334,8421,2720
8335,9015,2720
8336,9078,2720
8337,9853,2720
8338,8977,2720
8339,8766,2720
8340,8709,2720
8341,9993,2720
8342,9846,2720
8343,9615,2720
8344,8511,2720
8345,10997,2720
8346,8421,2720
8347,8681,2720
8348,9899,2720
8349,8498,2720
8350,10095,2720
8351,10524,2720
8352,8953,2721
8353,9286,2721
8354,11016,2721
8355,9223,2722
8356,10647,2722
8357,9276,2722
8358,10442,2722
8359,10420,2722
8360,9494,2722
8361,9499,2722
8362,9653,2723
8363,8831,2723
8364,10152,2724
8365,10139,2724
8366,9249,2725
8367,10633,2725
8368,8847,2725
8369,9041,2725
8370,9348,2725
8371,9712,2726
8372,9704,2727
8373,10777,2727
8374,8725,2727
8375,9415,2727
8376,9883,2728
8377,10214,2728
8378,10190,2729
8379,9295,2729
8380,9121,2730
8381,10647,2731
8382,8578,2731
8383,9784,2731
8384,10970,2732
8385,8766,2732
8386,10192,2732
8387,10202,2732
8388,10239,2732
8389,10498,2732
8390,10615,2732
8391,10950,2732
8392,10614,2732
8393,10626,2732
8394,8978,2732
8395,9277,2732
8396,8877,2732
8397,10823,2732
8398,10524,2732
8399,9382,2732
8400,10240,2732
8401,8831,2732
8402,10524,2732
8403,9274,2733
8404,10142,2734
8405,10552,2734
8406,8408,2735
8407,8363,2735
8408,9023,2736
8409,9331,2736
8410,10060,2737
8411,8835,2737
8412,8676,2738
8413,9379,2738
8414,8519,2738
8415,9072,2738
8416,10096,2739
8417,10319,2739
8418,9766,2739
8419,9569,2739
8420,8875,2739
8421,8537,2739
8422,10222,2739
8423,10288,2740
8424,9869,2741
8425,10859,2742
8426,8781,2743
8427,8373,2744
8428,9212,2744
8429,8744,2745
8430,9008,2745
8431,9513,2745
8432,9728,2745
8433,9973,2745
8434,10447,2746
8435,10977,2747
8436,9548,2748
8437,10203,2749
8438,10245,2750
8439,8973,2751
8440,9569,2751
8441,10090,2751
8442,8986,2751
8443,8916,2751
8444,9728,2751
8445,8654,2751
8446,9382,2751
8447,9739,2752
8448,10056,2753
8449,8406,2753
8450,9130,2753
8451,9053,2754
8452,10160,2754
8453,8976,2754
8454,8793,2754
8455,10689,2755
8456,8781,2755
8457,10000,2755
8458,10615,2756
8459,8978,2756
8460,8877,2756
8461,10823,2756
8462,9494,2756
8463,10240,2756
8464,8784,2756
8465,10524,2756
8466,10502,2757
8467,10509,2757
8468,8884,2757
8469,8491,2757
8470,10099,2757
8471,10561,2757
8472,10643,2758
8473,10388,2758
8474,10997,2758
8475,10095,2758
8476,9964,2759
8477,8654,2759
8478,10997,2760
8479,9797,2760
8480,9906,2760
8481,9549,2761
8482,8418,2761
8483,9742,2762
8484,9839,2763
8485,9744,2763
8486,9052,2763
8487,9047,2763
8488,9746,2764
8489,8687,2764
8490,9550,2764
8491,10604,2764
8492,10552,2764
8493,9746,2765
8494,8653,2765
8495,9556,2765
8496,8793,2766
8497,9496,2767
8498,9747,2768
8499,9053,2769
8500,11013,2770
8501,9506,2770
8502,10604,2771
8503,10049,2771
8504,9121,2771
8505,9392,2772
8506,8418,2772
8507,9008,2773
8508,9569,2773
8509,10090,2773
8510,9008,2773
8511,8984,2774
8512,9644,2775
8513,9507,2776
8514,9853,2776
8515,10070,2776
8516,9853,2776
8517,9717,2777
8518,9155,2777
8519,10524,2777
8520,9331,2778
8521,9817,2779
8522,9922,2779
8523,8974,2779
8524,9331,2779
8525,9460,2779
8526,10552,2779
8527,9121,2779
8528,10060,2780
8529,10454,2781
8530,10454,2782
8531,8946,2783
8532,8674,2784
8533,8573,2785
8534,10148,2786
8535,9555,2786
8536,8819,2786
8537,10214,2786
8538,9550,2786
8539,10694,2787
8540,9235,2788
8541,9594,2788
8542,8675,2789
8543,8769,2790
8544,10221,2791
8545,10214,2791
8546,10288,2791
8547,9838,2792
8548,9844,2792
8549,9860,2792
8550,8673,2793
8551,10077,2794
8552,10920,2794
8553,9155,2794
8554,10604,2794
8555,10524,2794
8556,9929,2795
8557,9594,2795
8558,10549,2796
8559,8556,2796
8560,8675,2796
8561,9621,2797
8562,10739,2798
8563,9964,2798
8564,8778,2798
8565,9964,2799
8566,8673,2800
8567,10859,2801
8568,9637,2802
8569,8725,2803
8570,9549,2803
8571,9379,2803
8572,9860,2804
8573,10801,2805
8574,9787,2806
8575,9787,2807
8576,10045,2807
8577,8415,2807
8578,9405,2807
8579,9577,2807
8580,8381,2807
8581,8883,2807
8582,9299,2808
8583,9301,2809
8584,8774,2809
8585,9934,2810
8586,8836,2811
8587,9971,2812
8588,9166,2813
8589,9392,2814
8590,10507,2815
8591,9766,2815
8592,9726,2815
8593,8875,2815
8594,8747,2815
8595,10222,2815
8596,9313,2816
8597,9433,2816
8598,8640,2816
8599,8424,2816
8600,9700,2816
8601,10160,2816
8602,9484,2816
8603,10982,2816
8604,9767,2816
8605,9704,2816
8606,9930,2816
8607,8793,2816
8608,9371,2817
8609,9768,2817
8610,9086,2817
8611,10139,2817
8612,9086,2817
8613,10288,2817
8614,8901,2818
8615,10214,2818
8616,9860,2818
8617,9550,2818
8618,10330,2818
8619,9048,2818
8620,10330,2818
8621,9156,2819
8622,9110,2819
8623,10214,2819
8624,9699,2820
8625,9167,2820
8626,10200,2820
8627,9110,2820
8628,10214,2820
8629,9194,2820
8630,9525,2820
8631,9698,2820
8632,8673,2820
8633,9195,2820
8634,9525,2820
8635,10501,2821
8636,9309,2822
8637,9717,2822
8638,10061,2822
8639,10222,2823
8640,10472,2824
8641,8651,2824
8642,8418,2824
8643,10049,2824
8644,8890,2825
8645,8824,2826
8646,10552,2826
8647,8675,2827
8648,10324,2828
8649,8834,2829
8650,10904,2829
8651,10397,2830
8652,8793,2830
8653,9161,2831
8654,9692,2831
8655,8819,2831
8656,9971,2831
8657,9300,2832
8658,8565,2832
8659,10685,2832
8660,10231,2832
8661,10685,2832
8662,9456,2833
8663,9455,2833
8664,8759,2834
8665,10900,2835
8666,9067,2836
8667,9067,2837
8668,8404,2838
8669,9767,2839
8670,8485,2840
8671,9047,2840
8672,10616,2840
8673,8741,2840
8674,9430,2840
8675,9935,2840
8676,8497,2840
8677,9828,2840
8678,10330,2840
8679,9598,2841
8680,9967,2841
8681,9045,2841
8682,9299,2841
8683,9601,2841
8684,9719,2841
8685,9797,2841
8686,10493,2841
8687,9549,2841
8688,9164,2841
8689,9414,2841
8690,10823,2841
8691,8831,2841
8692,10139,2842
8693,9797,2842
8694,9080,2843
8695,8395,2843
8696,9309,2843
8697,9402,2843
8698,9466,2843
8699,9719,2843
8700,9797,2843
8701,10139,2843
8702,8839,2843
8703,8389,2843
8704,9455,2843
8705,9194,2843
8706,9549,2843
8707,10496,2843
8708,9164,2843
8709,9644,2843
8710,10524,2843
8711,9864,2843
8712,8831,2843
8713,10049,2843
8714,9817,2843
8715,8793,2843
8716,9644,2843
8717,8831,2843
8718,10397,2843
8719,10524,2843
8720,9864,2844
8721,9814,2845
8722,9655,2846
8723,9678,2847
8724,8639,2847
8725,9424,2847
8726,10001,2847
8727,10072,2847
8728,9626,2847
8729,10128,2847
8730,10169,2848
8731,10072,2848
8732,9499,2848
8733,8675,2848
8734,9804,2848
8735,9048,2848
8736,8835,2848
8737,10119,2849
8738,9817,2849
8739,8573,2850
8740,9577,2851
8741,9124,2851
8742,9440,2852
8743,8949,2853
8744,10017,2854
8745,9513,2855
8746,10057,2855
8747,10128,2855
8748,9360,2855
8749,9804,2855
8750,8890,2856
8751,10207,2856
8752,9890,2856
8753,8498,2856
8754,10082,2856
8755,9121,2856
8756,10826,2857
8757,10777,2857
8758,9112,2857
8759,10626,2857
8760,9430,2857
8761,8471,2857
8762,9804,2858
8763,8835,2858
8764,8418,2858
8765,9048,2858
8766,8847,2859
8767,9258,2859
8768,10013,2859
8769,9361,2859
8770,10997,2859
8771,9348,2859
8772,10049,2859
8773,9635,2860
8774,9212,2860
8775,8916,2860
8776,9405,2861
8777,9763,2862
8778,9763,2863
8779,9335,2864
8780,9164,2865
8781,9138,2865
8782,8916,2865
8783,10221,2866
8784,9390,2867
8785,9744,2867
8786,9935,2867
8787,10022,2867
8788,9506,2867
8789,11013,2868
8790,9823,2868
8791,8883,2868
8792,9506,2868
8793,9124,2868
8794,10330,2869
8795,8800,2870
8796,9538,2871
8797,9695,2872
8798,8835,2873
8799,9109,2874
8800,9981,2875
8801,9981,2875
8802,8723,2876
8803,8511,2876
8804,10599,2876
8805,8916,2876
8806,9121,2876
8807,10859,2876
8808,10049,2876
8809,9218,2877
8810,8553,2877
8811,9965,2878
8812,9218,2878
8813,9551,2878
8814,10013,2878
8815,8858,2879
8816,10490,2879
8817,10808,2879
8818,9982,2879
8819,8781,2880
8820,9390,2881
8821,9704,2881
8822,9650,2881
8823,8373,2881
8824,8729,2881
8825,9506,2881
8826,10958,2882
8827,8640,2882
8828,10013,2882
8829,9862,2882
8830,9361,2882
8831,9797,2882
8832,9864,2882
8833,9728,2883
8834,9360,2883
8835,10049,2883
8836,10186,2884
8837,8769,2884
8838,9800,2885
8839,8765,2886
8840,9043,2887
8841,9494,2888
8842,9900,2889
8843,9093,2889
8844,10095,2890
8845,9757,2891
8846,10029,2891
8847,10511,2891
8848,9906,2892
8849,10090,2892
8850,10214,2892
8851,9382,2892
8852,10081,2893
8853,10549,2893
8854,9601,2893
8855,9906,2893
8856,10090,2893
8857,9803,2894
8858,10013,2895
8859,10187,2895
8860,10826,2895
8861,8841,2895
8862,9581,2895
8863,9607,2895
8864,8471,2895
8865,8832,2895
8866,9283,2895
8867,9294,2895
8868,9971,2895
8869,9601,2895
8870,10777,2895
8871,8674,2895
8872,9195,2895
8873,9494,2895
8874,8781,2895
8875,9554,2895
8876,9804,2895
8877,9048,2895
8878,10060,2896
8879,9623,2897
8880,9295,2897
8881,9922,2897
8882,9023,2897
8883,9429,2897
8884,8389,2897
8885,9973,2897
8886,10552,2897
8887,8973,2898
8888,9388,2899
8889,8836,2900
8890,8747,2900
8891,8418,2901
8892,10552,2902
8893,10240,2903
8894,8486,2904
8895,10493,2904
8896,9460,2904
8897,10859,2904
8898,8483,2905
8899,9303,2906
8900,9935,2907
8901,9964,2908
8902,8511,2908
8903,10011,2908
8904,10012,2908
8905,10010,2908
8906,10236,2908
8907,10552,2908
8908,8976,2908
8909,10011,2908
8910,8511,2909
8911,8793,2910
8912,11025,2911
8913,9156,2911
8914,9355,2911
8915,10029,2911
8916,9455,2911
8917,8819,2911
8918,8673,2911
8919,9121,2911
8920,10552,2911
8921,10049,2911
8922,10904,2912
8923,10330,2913
8924,10904,2914
8925,9695,2915
8926,9814,2916
8927,9460,2916
8928,9110,2916
8929,8973,2916
8930,9864,2916
8931,9942,2917
8932,10604,2917
8933,11026,2918
8934,9214,2918
8935,9238,2919
8936,10798,2919
8937,10082,2919
8938,10798,2920
8939,10082,2920
8940,10442,2920
8941,9973,2920
8942,9817,2920
8943,10082,2920
8944,10011,2921
8945,10203,2922
8946,8640,2923
8947,9373,2924
8948,8819,2925
8949,8673,2925
8950,9155,2926
8951,10524,2926
8952,8543,2927
8953,8560,2928
8954,9935,2929
8955,9326,2929
8956,9124,2929
8957,9506,2930
8958,8399,2931
8959,9704,2931
8960,8793,2931
8961,10804,2932
8962,10804,2932
8963,8970,2933
8964,8772,2933
8965,9124,2933
8966,9935,2934
8967,10022,2934
8968,9326,2935
8969,9828,2935
8970,8452,2936
8971,9182,2936
8972,9717,2936
8973,9644,2936
8974,8831,2936
8975,9043,2936
8976,8831,2936
8977,9449,2937
8978,10211,2937
8979,9415,2937
8980,9207,2937
8981,9554,2937
8982,9182,2938
8983,9003,2938
8984,11014,2938
8985,9828,2938
8986,8418,2938
8987,10049,2939
8988,9309,2940
8989,9864,2941
8990,10082,2942
8991,9513,2943
8992,8722,2944
8993,9890,2944
8994,8498,2944
8995,10552,2944
8996,9072,2944
8997,10089,2945
8998,10090,2945
8999,9906,2945
9000,9561,2946
9001,10330,2947
9002,9151,2948
9003,8498,2948
9004,9233,2948
9005,10840,2949
9006,9466,2949
9007,8675,2949
9008,9817,2949
9009,8784,2949
9010,8418,2949
9011,10049,2949
9012,9902,2950
9013,10552,2950
9014,9739,2951
9015,9207,2951
9016,10240,2951
9017,10288,2951
9018,9072,2951
9019,9414,2952
9020,9326,2953
9021,8497,2953
9022,9828,2953
9023,9414,2954
9024,10128,2955
9025,8745,2956
9026,10840,2957
9027,9361,2957
9028,9415,2957
9029,8736,2957
9030,9499,2957
9031,9207,2957
9032,10060,2957
9033,8418,2957
9034,8784,2957
9035,9072,2957
9036,10128,2958
9037,9003,2959
9038,10992,2960
9039,10839,2960
9040,9741,2960
9041,8362,2960
9042,10643,2960
9043,10177,2960
9044,9382,2960
9045,9414,2961
9046,9130,2962
9047,9164,2963
9048,8871,2964
9049,10694,2964
9050,10069,2965
9051,9321,2965
9052,10514,2965
9053,10903,2966
9054,8767,2967
9055,10203,2967
9056,8974,2967
9057,8747,2967
9058,9934,2968
9059,10095,2969
9060,9315,2970
9061,10442,2970
9062,9695,2970
9063,10653,2971
9064,9348,2971
9065,8498,2971
9066,10442,2971
9067,9695,2971
9068,10982,2972
9069,10442,2972
9070,9695,2972
9071,10481,2973
9072,8399,2973
9073,10687,2973
9074,8399,2973
9075,9890,2974
9076,9026,2975
9077,8793,2976
9078,9828,2977
9079,8573,2978
9080,10687,2978
9081,9354,2978
9082,9948,2978
9083,8772,2978
9084,8704,2978
9085,9823,2978
9086,8471,2978
9087,10074,2978
9088,9124,2978
9089,8772,2979
9090,9155,2979
9091,10524,2979
9092,9837,2980
9093,9233,2981
9094,10620,2982
9095,9099,2982
9096,9581,2982
9097,11013,2982
9098,8945,2982
9099,10472,2982
9100,9663,2982
9101,8859,2982
9102,9348,2982
9103,10908,2982
9104,9530,2982
9105,8498,2982
9106,10442,2982
9107,9695,2982
9108,9423,2983
9109,9695,2983
9110,9609,2984
9111,10908,2984
9112,9125,2984
9113,9295,2984
9114,9348,2984
9115,8498,2984
9116,10442,2984
9117,9695,2984
9118,9215,2985
9119,10095,2985
9120,10442,2986
9121,9695,2986
9122,9618,2987
9123,9965,2987
