,sym1,sym2
16013,149,382
16014,149,696
16015,149,653
16016,149,340
16017,149,833
16018,149,698
16019,149,95
16020,149,346
16021,149,503
16022,149,431
16023,149,240
16024,149,166
16025,149,243
16026,149,765
16027,149,695
16028,149,508
16029,149,690
16030,149,11
16031,149,715
16032,149,46
16033,149,204
16034,149,295
16035,149,727
16036,149,667
16037,149,224
16038,149,1023
16039,149,799
16040,149,88
16041,149,539
16042,149,494
16043,149,846
16044,149,829
16045,149,633
16046,149,915
16047,149,63
16048,149,902
16049,149,734
16050,149,397
16051,149,603
16052,149,291
16053,149,964
16054,149,662
16055,149,366
16056,149,461
16057,149,289
16058,149,743
16059,149,1061
16060,149,792
16061,149,831
16062,149,720
16063,149,254
16064,149,245
16065,149,724
16066,149,830
16067,149,555
16068,149,118
16069,149,950
16070,149,699
16071,149,578
16072,149,905
16073,149,432
16074,149,509
16075,149,604
16076,149,668
16077,149,895
16078,149,645
16079,149,897
16080,149,672
16081,149,558
16082,149,33
16083,149,1026
16084,149,916
16085,149,928
16086,149,845
16087,149,1019
16088,149,532
16089,149,113
16090,149,689
16091,149,741
16092,149,120
16093,149,641
16094,149,492
16095,149,154
16096,149,876
16097,149,997
16098,149,642
16099,149,321
16100,217,283
16101,217,634
16102,217,505
16103,217,296
16104,217,226
16105,217,909
16106,217,608
16107,217,215
16108,217,235
16109,217,435
16110,217,643
16111,217,1009
16112,217,514
16113,217,348
16114,217,852
16115,217,594
16116,217,55
16117,217,893
16118,217,481
16119,217,517
16120,217,744
16121,217,653
16122,217,95
16123,217,456
16124,217,46
16125,217,224
16126,217,1023
16127,217,1024
16128,217,88
16129,217,258
16130,217,63
16131,217,511
16132,217,291
16133,217,461
16134,217,289
16135,217,950
16136,217,905
16137,217,895
16138,217,897
16139,217,504
16140,217,1019
16141,217,532
16142,217,741
16143,217,641
16144,217,154
16145,217,510
16146,217,321
16147,698,615
16148,698,182
16149,698,277
16150,698,714
16151,698,795
16152,698,850
16153,698,82
16154,698,736
16155,698,305
16156,698,530
16157,698,544
16158,698,1033
16159,698,505
16160,698,428
16161,698,231
16162,698,493
16163,698,296
16164,698,953
16165,698,226
16166,698,992
16167,698,694
16168,698,591
16169,698,58
16170,698,215
16171,698,1000
16172,698,161
16173,698,234
16174,698,955
16175,698,542
16176,698,958
16177,698,435
16178,698,273
16179,698,832
16180,698,863
16181,698,969
16182,698,848
16183,698,679
16184,698,51
16185,698,939
16186,698,945
16187,698,1032
16188,698,87
16189,698,4
16190,698,852
16191,698,971
16192,698,106
16193,698,957
16194,698,990
16195,698,594
16196,698,200
16197,698,281
16198,698,55
16199,698,1039
16200,698,954
16201,698,935
16202,698,893
16203,698,288
16204,698,399
16205,698,309
16206,698,931
16207,698,744
16208,698,763
16209,698,15
16210,698,27
16211,698,216
16212,698,655
16213,698,696
16214,698,340
16215,698,188
16216,698,833
16217,698,951
16218,698,149
16219,698,95
16220,698,750
16221,698,346
16222,698,503
16223,698,322
16224,698,1030
16225,698,431
16226,698,240
16227,698,166
16228,698,243
16229,698,1036
16230,698,92
16231,698,765
16232,698,695
16233,698,508
16234,698,46
16235,698,295
16236,698,804
16237,698,402
16238,698,224
16239,698,1034
16240,698,799
16241,698,88
16242,698,494
16243,698,323
16244,698,633
16245,698,915
16246,698,63
16247,698,902
16248,698,973
16249,698,734
16250,698,940
16251,698,838
16252,698,569
16253,698,548
16254,698,397
16255,698,883
16256,698,603
16257,698,291
16258,698,964
16259,698,366
16260,698,660
16261,698,461
16262,698,289
16263,698,678
16264,698,792
16265,698,956
16266,698,720
16267,698,254
16268,698,245
16269,698,555
16270,698,950
16271,698,286
16272,698,699
16273,698,824
16274,698,970
16275,698,693
16276,698,1041
16277,698,905
16278,698,246
16279,698,959
16280,698,1046
16281,698,766
16282,698,1004
16283,698,509
16284,698,668
16285,698,895
16286,698,645
16287,698,181
16288,698,897
16289,698,672
16290,698,558
16291,698,33
16292,698,928
16293,698,661
16294,698,952
16295,698,845
16296,698,532
16297,698,113
16298,698,306
16299,698,741
16300,698,120
16301,698,205
16302,698,871
16303,698,1035
16304,698,480
16305,698,70
16306,698,492
16307,698,154
16308,698,876
16309,698,997
16310,698,549
16311,698,761
16312,698,321
16313,95,615
16314,95,283
16315,95,364
16316,95,171
16317,95,518
16318,95,182
16319,95,579
16320,95,527
16321,95,81
16322,95,789
16323,95,926
16324,95,786
16325,95,277
16326,95,345
16327,95,899
16328,95,1049
16329,95,187
16330,95,714
16331,95,452
16332,95,388
16333,95,332
16334,95,197
16335,95,795
16336,95,634
16337,95,816
16338,95,131
16339,95,647
16340,95,611
16341,95,141
16342,95,1016
16343,95,91
16344,95,460
16345,95,850
16346,95,82
16347,95,760
16348,95,1063
16349,95,602
16350,95,736
16351,95,933
16352,95,114
16353,95,583
16354,95,305
16355,95,371
16356,95,192
16357,95,530
16358,95,544
16359,95,867
16360,95,707
16361,95,1033
16362,95,505
16363,95,797
16364,95,620
16365,95,428
16366,95,179
16367,95,231
16368,95,493
16369,95,710
16370,95,12
16371,95,296
16372,95,974
16373,95,953
16374,95,123
16375,95,729
16376,95,220
16377,95,860
16378,95,147
16379,95,788
16380,95,75
16381,95,226
16382,95,782
16383,95,887
16384,95,522
16385,95,489
16386,95,992
16387,95,282
16388,95,247
16389,95,921
16390,95,232
16391,95,54
16392,95,909
16393,95,238
16394,95,325
16395,95,694
16396,95,607
16397,95,608
16398,95,591
16399,95,58
16400,95,215
16401,95,1017
16402,95,290
16403,95,1000
16404,95,161
16405,95,730
16406,95,612
16407,95,234
16408,95,918
16409,95,955
16410,95,404
16411,95,235
16412,95,521
16413,95,717
16414,95,817
16415,95,130
16416,95,985
16417,95,318
16418,95,857
16419,95,418
16420,95,542
16421,95,523
16422,95,776
16423,95,711
16424,95,515
16425,95,116
16426,95,74
16427,95,592
16428,95,453
16429,95,958
16430,95,589
16431,95,601
16432,95,285
16433,95,435
16434,95,273
16435,95,794
16436,95,185
16437,95,34
16438,95,984
16439,95,832
16440,95,96
16441,95,863
16442,95,462
16443,95,398
16444,95,644
16445,95,643
16446,95,650
16447,95,73
16448,95,233
16449,95,791
16450,95,986
16451,95,380
16452,95,848
16453,95,1009
16454,95,679
16455,95,51
16456,95,939
16457,95,13
16458,95,164
16459,95,211
16460,95,945
16461,95,1032
16462,95,585
16463,95,784
16464,95,87
16465,95,821
16466,95,774
16467,95,514
16468,95,980
16469,95,423
16470,95,577
16471,95,356
16472,95,582
16473,95,882
16474,95,348
16475,95,777
16476,95,4
16477,95,802
16478,95,316
16479,95,574
16480,95,852
16481,95,300
16482,95,971
16483,95,106
16484,95,396
16485,95,25
16486,95,718
16487,95,62
16488,95,303
16489,95,134
16490,95,957
16491,95,338
16492,95,144
16493,95,10
16494,95,990
16495,95,701
16496,95,785
16497,95,594
16498,95,65
16499,95,200
16500,95,281
16501,95,467
16502,95,263
16503,95,292
16504,95,55
16505,95,381
16506,95,1039
16507,95,954
16508,95,935
16509,95,628
16510,95,119
16511,95,64
16512,95,893
16513,95,68
16514,95,991
16515,95,196
16516,95,69
16517,95,481
16518,95,942
16519,95,391
16520,95,288
16521,95,399
16522,95,309
16523,95,517
16524,95,5
16525,95,632
16526,95,931
16527,95,121
16528,95,1038
16529,95,744
16530,95,267
16531,95,763
16532,95,39
16533,95,447
16534,95,225
16535,95,80
16536,95,751
16537,95,15
16538,95,27
16539,95,133
16540,95,943
16541,95,753
16542,95,213
16543,95,731
16544,95,216
16545,95,400
16546,95,937
16547,95,728
16548,95,370
16549,95,382
16550,95,339
16551,95,202
16552,95,573
16553,95,655
16554,95,696
16555,95,653
16556,95,340
16557,95,188
16558,95,440
16559,95,833
16560,95,951
16561,95,749
16562,95,149
16563,95,217
16564,95,698
16565,95,454
16566,95,7
16567,95,750
16568,95,1012
16569,95,868
16570,95,346
16571,95,503
16572,95,160
16573,95,735
16574,95,206
16575,95,783
16576,95,322
16577,95,445
16578,95,359
16579,95,1030
16580,95,431
16581,95,864
16582,95,240
16583,95,556
16584,95,166
16585,95,243
16586,95,778
16587,95,458
16588,95,588
16589,95,89
16590,95,1036
16591,95,92
16592,95,858
16593,95,566
16594,95,765
16595,95,279
16596,95,754
16597,95,159
16598,95,456
16599,95,975
16600,95,695
16601,95,1053
16602,95,759
16603,95,508
16604,95,806
16605,95,690
16606,95,60
16607,95,911
16608,95,71
16609,95,274
16610,95,242
16611,95,11
16612,95,61
16613,95,715
16614,95,46
16615,95,498
16616,95,204
16617,95,295
16618,95,210
16619,95,664
16620,95,727
16621,95,804
16622,95,506
16623,95,355
16624,95,319
16625,95,402
16626,95,912
16627,95,142
16628,95,667
16629,95,545
16630,95,540
16631,95,224
16632,95,1034
16633,95,1023
16634,95,265
16635,95,44
16636,95,799
16637,95,618
16638,95,1024
16639,95,26
16640,95,859
16641,95,983
16642,95,88
16643,95,539
16644,95,1020
16645,95,494
16646,95,323
16647,95,941
16648,95,258
16649,95,264
16650,95,846
16651,95,317
16652,95,775
16653,95,829
16654,95,633
16655,95,915
16656,95,63
16657,95,1014
16658,95,798
16659,95,627
16660,95,337
16661,95,902
16662,95,973
16663,95,734
16664,95,85
16665,95,472
16666,95,193
16667,95,940
16668,95,163
16669,95,838
16670,95,308
16671,95,686
16672,95,511
16673,95,1010
16674,95,40
16675,95,825
16676,95,836
16677,95,108
16678,95,513
16679,95,840
16680,95,879
16681,95,569
16682,95,965
16683,95,548
16684,95,687
16685,95,649
16686,95,397
16687,95,883
16688,95,584
16689,95,886
16690,95,529
16691,95,352
16692,95,53
16693,95,284
16694,95,603
16695,95,291
16696,95,122
16697,95,964
16698,95,662
16699,95,557
16700,95,366
16701,95,722
16702,95,660
16703,95,593
16704,95,925
16705,95,616
16706,95,866
16707,95,461
16708,95,394
16709,95,289
16710,95,1050
16711,95,743
16712,95,678
16713,95,368
16714,95,19
16715,95,790
16716,95,450
16717,95,1061
16718,95,709
16719,95,624
16720,95,357
16721,95,792
16722,95,842
16723,95,1015
16724,95,956
16725,95,987
16726,95,831
16727,95,720
16728,95,869
16729,95,361
16730,95,254
16731,95,245
16732,95,981
16733,95,143
16734,95,222
16735,95,724
16736,95,464
16737,95,830
16738,95,471
16739,95,878
16740,95,697
16741,95,48
16742,95,677
16743,95,723
16744,95,349
16745,95,379
16746,95,721
16747,95,555
16748,95,118
16749,95,269
16750,95,900
16751,95,950
16752,95,286
16753,95,822
16754,95,1060
16755,95,436
16756,95,719
16757,95,180
16758,95,525
16759,95,708
16760,95,699
16761,95,824
16762,95,972
16763,95,982
16764,95,970
16765,95,153
16766,95,693
16767,95,470
16768,95,599
16769,95,59
16770,95,578
16771,95,562
16772,95,93
16773,95,563
16774,95,293
16775,95,1041
16776,95,905
16777,95,173
16778,95,913
16779,95,246
16780,95,988
16781,95,959
16782,95,432
16783,95,762
16784,95,766
16785,95,84
16786,95,42
16787,95,962
16788,95,890
16789,95,360
16790,95,819
16791,95,1004
16792,95,509
16793,95,135
16794,95,271
16795,95,199
16796,95,604
16797,95,110
16798,95,668
16799,95,904
16800,95,156
16801,95,895
16802,95,333
16803,95,645
16804,95,175
16805,95,181
16806,95,897
16807,95,94
16808,95,672
16809,95,14
16810,95,834
16811,95,626
16812,95,29
16813,95,558
16814,95,33
16815,95,1026
16816,95,466
16817,95,1031
16818,95,916
16819,95,500
16820,95,928
16821,95,207
16822,95,952
16823,95,845
16824,95,504
16825,95,1042
16826,95,1019
16827,95,532
16828,95,113
16829,95,815
16830,95,689
16831,95,306
16832,95,874
16833,95,741
16834,95,168
16835,95,120
16836,95,205
16837,95,1011
16838,95,907
16839,95,946
16840,95,170
16841,95,580
16842,95,871
16843,95,6
16844,95,1035
16845,95,127
16846,95,70
16847,95,641
16848,95,24
16849,95,492
16850,95,154
16851,95,876
16852,95,152
16853,95,376
16854,95,512
16855,95,997
16856,95,930
16857,95,383
16858,95,966
16859,95,549
16860,95,510
16861,95,448
16862,95,642
16863,95,865
16864,95,761
16865,95,321
16866,454,81
16867,454,1049
16868,454,131
16869,454,82
16870,454,305
16871,454,371
16872,454,192
16873,454,179
16874,454,12
16875,454,296
16876,454,75
16877,454,282
16878,454,238
16879,454,435
16880,454,794
16881,454,87
16882,454,852
16883,454,303
16884,454,594
16885,454,292
16886,454,55
16887,454,64
16888,454,931
16889,454,744
16890,454,216
16891,454,95
16892,454,322
16893,454,243
16894,454,458
16895,454,46
16896,454,224
16897,454,88
16898,454,323
16899,454,258
16900,454,63
16901,454,686
16902,454,352
16903,454,291
16904,454,616
16905,454,461
16906,454,289
16907,454,450
16908,454,245
16909,454,555
16910,454,269
16911,454,824
16912,454,246
16913,454,360
16914,454,135
16915,454,928
16916,454,532
16917,454,741
16918,454,127
16919,454,154
16920,454,930
16921,454,321
16922,7,296
16923,7,514
16924,7,55
16925,7,119
16926,7,744
16927,7,95
16928,7,46
16929,7,224
16930,7,63
16931,7,741
16932,750,182
16933,750,760
16934,750,544
16935,750,231
16936,750,493
16937,750,296
16938,750,953
16939,750,955
16940,750,958
16941,750,939
16942,750,1032
16943,750,957
16944,750,55
16945,750,954
16946,750,935
16947,750,931
16948,750,744
16949,750,15
16950,750,698
16951,750,95
16952,750,346
16953,750,503
16954,750,765
16955,750,46
16956,750,804
16957,750,224
16958,750,494
16959,750,63
16960,750,734
16961,750,883
16962,750,956
16963,750,720
16964,750,555
16965,750,286
16966,750,959
16967,750,33
16968,750,928
16969,750,952
16970,750,845
16971,750,532
16972,750,306
16973,750,741
16974,750,120
16975,750,871
16976,750,492
16977,750,876
16978,1012,615
16979,1012,332
16980,1012,795
16981,1012,114
16982,1012,707
16983,1012,797
16984,1012,296
16985,1012,58
16986,1012,1017
16987,1012,435
16988,1012,380
16989,1012,87
16990,1012,514
16991,1012,852
16992,1012,971
16993,1012,594
16994,1012,55
16995,1012,381
16996,1012,68
16997,1012,744
16998,1012,216
16999,1012,95
17000,1012,478
17001,1012,46
17002,1012,142
17003,1012,540
17004,1012,224
17005,1012,1023
17006,1012,799
17007,1012,633
17008,1012,63
17009,1012,1014
17010,1012,366
17011,1012,289
17012,1012,790
17013,1012,1061
17014,1012,1015
17015,1012,48
17016,1012,118
17017,1012,950
17018,1012,175
17019,1012,1026
17020,1012,532
17021,1012,741
17022,1012,1011
17023,1012,154
17024,1012,642
17025,1012,321
17026,868,867
17027,868,296
17028,868,74
17029,868,164
17030,868,882
17031,868,263
17032,868,55
17033,868,744
17034,868,95
17035,868,60
17036,868,46
17037,868,224
17038,868,63
17039,868,284
17040,868,866
17041,868,987
17042,868,869
17043,868,723
17044,868,1046
17045,868,14
17046,868,661
17047,868,1042
17048,868,532
17049,868,874
17050,868,741
17051,868,168
17052,868,871
17053,868,480
17054,868,383
17055,868,865
17056,346,615
17057,346,171
17058,346,182
17059,346,81
17060,346,789
17061,346,277
17062,346,714
17063,346,795
17064,346,850
17065,346,82
17066,346,736
17067,346,305
17068,346,371
17069,346,530
17070,346,544
17071,346,1033
17072,346,505
17073,346,428
17074,346,231
17075,346,493
17076,346,710
17077,346,12
17078,346,296
17079,346,953
17080,346,729
17081,346,226
17082,346,992
17083,346,282
17084,346,54
17085,346,694
17086,346,58
17087,346,215
17088,346,1000
17089,346,161
17090,346,234
17091,346,955
17092,346,404
17093,346,418
17094,346,542
17095,346,958
17096,346,435
17097,346,273
17098,346,984
17099,346,832
17100,346,863
17101,346,969
17102,346,644
17103,346,848
17104,346,679
17105,346,51
17106,346,939
17107,346,945
17108,346,1032
17109,346,87
17110,346,582
17111,346,4
17112,346,574
17113,346,852
17114,346,300
17115,346,971
17116,346,106
17117,346,957
17118,346,990
17119,346,594
17120,346,200
17121,346,281
17122,346,292
17123,346,55
17124,346,954
17125,346,935
17126,346,893
17127,346,288
17128,346,399
17129,346,309
17130,346,931
17131,346,744
17132,346,763
17133,346,39
17134,346,15
17135,346,27
17136,346,216
17137,346,655
17138,346,696
17139,346,340
17140,346,188
17141,346,833
17142,346,149
17143,346,698
17144,346,95
17145,346,750
17146,346,503
17147,346,322
17148,346,431
17149,346,240
17150,346,166
17151,346,243
17152,346,1036
17153,346,92
17154,346,765
17155,346,695
17156,346,508
17157,346,46
17158,346,295
17159,346,804
17160,346,402
17161,346,224
17162,346,1034
17163,346,799
17164,346,88
17165,346,494
17166,346,323
17167,346,258
17168,346,846
17169,346,633
17170,346,915
17171,346,63
17172,346,902
17173,346,973
17174,346,734
17175,346,940
17176,346,838
17177,346,569
17178,346,548
17179,346,687
17180,346,883
17181,346,603
17182,346,291
17183,346,122
17184,346,964
17185,346,366
17186,346,660
17187,346,461
17188,346,289
17189,346,743
17190,346,678
17191,346,450
17192,346,792
17193,346,956
17194,346,720
17195,346,254
17196,346,245
17197,346,555
17198,346,118
17199,346,269
17200,346,950
17201,346,286
17202,346,719
17203,346,699
17204,346,824
17205,346,972
17206,346,970
17207,346,693
17208,346,59
17209,346,1041
17210,346,905
17211,346,173
17212,346,246
17213,346,959
17214,346,1046
17215,346,766
17216,346,1004
17217,346,509
17218,346,668
17219,346,895
17220,346,645
17221,346,181
17222,346,897
17223,346,672
17224,346,29
17225,346,558
17226,346,33
17227,346,1031
17228,346,928
17229,346,661
17230,346,952
17231,346,845
17232,346,532
17233,346,113
17234,346,306
17235,346,741
17236,346,120
17237,346,205
17238,346,170
17239,346,871
17240,346,1035
17241,346,480
17242,346,70
17243,346,492
17244,346,876
17245,346,997
17246,346,930
17247,346,549
17248,346,761
17249,346,321
17250,478,1012
17251,478,1023
17252,478,1026
17253,503,182
17254,503,277
17255,503,736
17256,503,544
17257,503,1033
17258,503,505
17259,503,428
17260,503,231
17261,503,493
17262,503,296
17263,503,953
17264,503,694
17265,503,1000
17266,503,161
17267,503,234
17268,503,955
17269,503,958
17270,503,435
17271,503,273
17272,503,832
17273,503,863
17274,503,939
17275,503,945
17276,503,1032
17277,503,852
17278,503,106
17279,503,957
17280,503,990
17281,503,594
17282,503,281
17283,503,55
17284,503,954
17285,503,935
17286,503,893
17287,503,288
17288,503,399
17289,503,931
17290,503,744
17291,503,763
17292,503,15
17293,503,27
17294,503,655
17295,503,696
17296,503,833
17297,503,149
17298,503,698
17299,503,95
17300,503,750
17301,503,346
17302,503,240
17303,503,166
17304,503,1036
17305,503,765
17306,503,695
17307,503,46
17308,503,804
17309,503,224
17310,503,1034
17311,503,494
17312,503,63
17313,503,902
17314,503,734
17315,503,940
17316,503,569
17317,503,548
17318,503,883
17319,503,964
17320,503,660
17321,503,289
17322,503,956
17323,503,720
17324,503,254
17325,503,555
17326,503,286
17327,503,699
17328,503,693
17329,503,1041
17330,503,905
17331,503,959
17332,503,1046
17333,503,766
17334,503,668
17335,503,895
17336,503,897
17337,503,672
17338,503,33
17339,503,928
17340,503,661
17341,503,952
17342,503,845
17343,503,532
17344,503,306
17345,503,741
17346,503,205
17347,503,871
17348,503,1035
17349,503,480
17350,503,70
17351,503,492
17352,503,876
17353,503,997
17354,503,549
17355,503,761
17356,503,321
17357,160,296
17358,160,55
17359,160,744
17360,160,95
17361,160,46
17362,160,224
17363,160,63
17364,160,838
17365,160,53
17366,160,900
17367,160,824
17368,160,532
17369,160,741
17370,160,154
17371,735,296
17372,735,55
17373,735,744
17374,735,95
17375,735,46
17376,735,224
17377,735,63
17378,735,532
17379,735,741
17380,206,82
17381,206,192
17382,206,505
17383,206,296
17384,206,226
17385,206,435
17386,206,211
17387,206,582
17388,206,852
17389,206,594
17390,206,55
17391,206,893
17392,206,744
17393,206,95
17394,206,92
17395,206,46
17396,206,224
17397,206,63
17398,206,289
17399,206,245
17400,206,950
17401,206,905
17402,206,895
17403,206,532
17404,206,741
17405,783,527
17406,783,305
17407,783,710
17408,783,296
17409,783,226
17410,783,435
17411,783,784
17412,783,87
17413,783,574
17414,783,852
17415,783,971
17416,783,594
17417,783,292
17418,783,55
17419,783,931
17420,783,744
17421,783,216
17422,783,95
17423,783,243
17424,783,46
17425,783,540
17426,783,224
17427,783,63
17428,783,511
17429,783,291
17430,783,394
17431,783,289
17432,783,555
17433,783,950
17434,783,897
17435,783,928
17436,783,532
17437,783,741
17438,783,154
17439,783,930
17440,783,642
17441,783,321
17442,322,182
17443,322,81
17444,322,277
17445,322,1049
17446,322,82
17447,322,371
17448,322,192
17449,322,428
17450,322,493
17451,322,296
17452,322,75
17453,322,226
17454,322,782
17455,322,694
17456,322,591
17457,322,832
17458,322,1032
17459,322,87
17460,322,348
17461,322,574
17462,322,303
17463,322,65
17464,322,292
17465,322,55
17466,322,931
17467,322,744
17468,322,655
17469,322,696
17470,322,188
17471,322,833
17472,322,698
17473,322,95
17474,322,454
17475,322,346
17476,322,240
17477,322,166
17478,322,765
17479,322,695
17480,322,46
17481,322,224
17482,322,1023
17483,322,88
17484,322,494
17485,322,323
17486,322,258
17487,322,63
17488,322,902
17489,322,973
17490,322,734
17491,322,366
17492,322,461
17493,322,289
17494,322,450
17495,322,720
17496,322,254
17497,322,555
17498,322,118
17499,322,950
17500,322,436
17501,322,699
17502,322,672
17503,322,33
17504,322,928
17505,322,845
17506,322,1019
17507,322,532
17508,322,741
17509,322,492
17510,322,154
17511,322,876
17512,322,997
17513,322,321
17514,445,296
17515,445,782
17516,445,87
17517,445,802
17518,445,292
17519,445,55
17520,445,744
17521,445,95
17522,445,46
17523,445,224
17524,445,63
17525,445,584
17526,445,289
17527,445,532
17528,445,741
17529,445,321
17530,359,760
17531,359,296
17532,359,592
17533,359,55
17534,359,744
17535,359,95
17536,359,46
17537,359,664
17538,359,224
17539,359,63
17540,359,532
17541,359,741
17542,1030,714
17543,1030,296
17544,1030,55
17545,1030,744
17546,1030,698
17547,1030,95
17548,1030,715
17549,1030,46
17550,1030,224
17551,1030,63
17552,1030,397
17553,1030,741
17554,431,182
17555,431,277
17556,431,714
17557,431,493
17558,431,296
17559,431,992
17560,431,325
17561,431,694
17562,431,832
17563,431,462
17564,431,969
17565,431,939
17566,431,1032
17567,431,55
17568,431,744
17569,431,15
17570,431,696
17571,431,833
17572,431,149
17573,431,698
17574,431,95
17575,431,346
17576,431,240
17577,431,166
17578,431,243
17579,431,765
17580,431,695
17581,431,508
17582,431,46
17583,431,295
17584,431,224
17585,431,494
17586,431,915
17587,431,63
17588,431,902
17589,431,734
17590,431,792
17591,431,720
17592,431,699
17593,431,1046
17594,431,509
17595,431,672
17596,431,558
17597,431,33
17598,431,661
17599,431,845
17600,431,532
17601,431,113
17602,431,741
17603,431,120
17604,431,871
17605,431,480
17606,431,492
17607,431,876
17608,431,997
17609,864,296
17610,864,55
17611,864,744
17612,864,95
17613,864,46
17614,864,224
17615,864,859
17616,864,63
17617,864,222
17618,864,532
17619,864,741
17620,240,615
17621,240,182
17622,240,277
17623,240,714
17624,240,795
17625,240,850
17626,240,82
17627,240,736
17628,240,305
17629,240,371
17630,240,530
17631,240,544
17632,240,1033
17633,240,505
17634,240,428
17635,240,231
17636,240,493
17637,240,710
17638,240,12
17639,240,296
17640,240,953
17641,240,226
17642,240,782
17643,240,992
17644,240,694
17645,240,58
17646,240,1000
17647,240,161
17648,240,234
17649,240,955
17650,240,542
17651,240,958
17652,240,435
17653,240,273
17654,240,984
17655,240,832
17656,240,863
17657,240,969
17658,240,848
17659,240,679
17660,240,51
17661,240,939
17662,240,945
17663,240,1032
17664,240,87
17665,240,4
17666,240,852
17667,240,971
17668,240,106
17669,240,957
17670,240,990
17671,240,594
17672,240,200
17673,240,281
17674,240,292
17675,240,55
17676,240,954
17677,240,935
17678,240,893
17679,240,288
17680,240,399
17681,240,309
17682,240,931
17683,240,744
17684,240,763
17685,240,15
17686,240,27
17687,240,216
17688,240,696
17689,240,340
17690,240,188
17691,240,833
17692,240,149
17693,240,698
17694,240,95
17695,240,346
17696,240,503
17697,240,322
17698,240,431
17699,240,166
17700,240,243
17701,240,1036
17702,240,92
17703,240,765
17704,240,695
17705,240,508
17706,240,46
17707,240,295
17708,240,804
17709,240,402
17710,240,224
17711,240,1034
17712,240,799
17713,240,88
17714,240,494
17715,240,323
17716,240,633
17717,240,915
17718,240,63
17719,240,902
17720,240,734
17721,240,940
17722,240,838
17723,240,569
17724,240,548
17725,240,883
17726,240,603
17727,240,291
17728,240,964
17729,240,660
17730,240,461
17731,240,289
17732,240,743
17733,240,678
17734,240,450
17735,240,792
17736,240,956
17737,240,720
17738,240,254
17739,240,555
17740,240,950
17741,240,286
17742,240,699
17743,240,824
17744,240,970
17745,240,693
17746,240,1041
17747,240,905
17748,240,246
17749,240,959
17750,240,1046
17751,240,766
17752,240,1004
17753,240,509
17754,240,668
17755,240,895
17756,240,181
17757,240,897
17758,240,672
17759,240,626
17760,240,558
17761,240,33
17762,240,928
17763,240,661
17764,240,952
17765,240,845
17766,240,532
17767,240,113
17768,240,306
17769,240,741
17770,240,120
17771,240,205
17772,240,871
17773,240,1035
17774,240,480
17775,240,70
17776,240,492
17777,240,154
17778,240,876
17779,240,997
17780,240,549
17781,240,761
17782,240,321
17783,595,975
17784,556,296
17785,556,55
17786,556,744
17787,556,95
17788,556,46
17789,556,224
17790,556,63
17791,556,532
17792,556,741
17793,1056,296
17794,1056,232
17795,1056,55
17796,1056,744
17797,1056,46
17798,1056,224
17799,1056,63
17800,1056,741
17801,166,615
17802,166,182
17803,166,277
17804,166,714
17805,166,795
17806,166,850
17807,166,82
17808,166,736
17809,166,305
17810,166,530
17811,166,544
17812,166,1033
17813,166,505
17814,166,428
17815,166,231
17816,166,493
17817,166,12
17818,166,296
17819,166,953
17820,166,226
17821,166,992
17822,166,694
17823,166,58
17824,166,1000
17825,166,161
17826,166,234
17827,166,955
17828,166,542
17829,166,958
17830,166,435
17831,166,273
17832,166,832
17833,166,863
17834,166,969
17835,166,848
17836,166,679
17837,166,51
17838,166,939
17839,166,945
17840,166,1032
17841,166,87
17842,166,4
17843,166,852
17844,166,971
17845,166,106
17846,166,957
17847,166,990
17848,166,594
17849,166,200
17850,166,281
17851,166,55
17852,166,954
17853,166,935
17854,166,893
17855,166,288
17856,166,399
17857,166,309
17858,166,931
17859,166,744
17860,166,763
17861,166,15
17862,166,27
17863,166,216
17864,166,696
17865,166,340
17866,166,188
17867,166,833
17868,166,149
17869,166,698
17870,166,95
17871,166,346
17872,166,503
17873,166,322
17874,166,431
17875,166,240
17876,166,243
17877,166,1036
17878,166,92
17879,166,765
17880,166,695
17881,166,508
17882,166,46
17883,166,804
17884,166,402
17885,166,224
17886,166,1034
17887,166,799
17888,166,88
17889,166,494
17890,166,323
17891,166,633
17892,166,915
17893,166,63
17894,166,902
17895,166,734
17896,166,940
17897,166,838
17898,166,569
17899,166,548
17900,166,883
17901,166,603
17902,166,291
17903,166,964
17904,166,660
17905,166,461
17906,166,289
17907,166,678
17908,166,792
17909,166,956
17910,166,720
17911,166,254
17912,166,555
17913,166,950
17914,166,286
17915,166,699
17916,166,824
17917,166,970
17918,166,693
17919,166,1041
17920,166,905
17921,166,246
17922,166,959
17923,166,1046
17924,166,766
17925,166,1004
17926,166,509
17927,166,668
17928,166,895
17929,166,181
17930,166,897
17931,166,672
17932,166,558
17933,166,33
17934,166,928
17935,166,661
17936,166,952
17937,166,845
17938,166,532
17939,166,113
17940,166,306
17941,166,741
17942,166,205
17943,166,871
17944,166,1035
17945,166,480
17946,166,70
17947,166,492
17948,166,876
17949,166,997
17950,166,549
17951,166,761
17952,166,321
17953,243,182
17954,243,81
17955,243,789
17956,243,277
17957,243,1049
17958,243,452
17959,243,131
17960,243,82
17961,243,114
17962,243,305
17963,243,371
17964,243,192
17965,243,544
17966,243,505
17967,243,797
17968,243,428
17969,243,231
17970,243,493
17971,243,296
17972,243,953
17973,243,220
17974,243,75
17975,243,226
17976,243,992
17977,243,247
17978,243,909
17979,243,238
17980,243,694
17981,243,955
17982,243,958
17983,243,435
17984,243,794
17985,243,832
