,sym1,sym2
10457,971,825
10458,971,840
10459,971,569
10460,971,883
10461,971,529
10462,971,603
10463,971,291
10464,971,964
10465,971,366
10466,971,660
10467,971,593
10468,971,616
10469,971,461
10470,971,394
10471,971,289
10472,971,368
10473,971,19
10474,971,450
10475,971,709
10476,971,956
10477,971,720
10478,971,254
10479,971,245
10480,971,981
10481,971,266
10482,971,878
10483,971,555
10484,971,118
10485,971,269
10486,971,900
10487,971,950
10488,971,286
10489,971,822
10490,971,1060
10491,971,699
10492,971,824
10493,971,972
10494,971,970
10495,971,1041
10496,971,905
10497,971,246
10498,971,959
10499,971,766
10500,971,360
10501,971,895
10502,971,897
10503,971,672
10504,971,29
10505,971,33
10506,971,1026
10507,971,500
10508,971,928
10509,971,952
10510,971,845
10511,971,504
10512,971,1019
10513,971,532
10514,971,306
10515,971,741
10516,971,205
10517,971,1035
10518,971,127
10519,971,70
10520,971,641
10521,971,492
10522,971,154
10523,971,876
10524,971,997
10525,971,930
10526,971,966
10527,971,321
10528,106,615
10529,106,182
10530,106,277
10531,106,795
10532,106,647
10533,106,736
10534,106,1033
10535,106,620
10536,106,493
10537,106,296
10538,106,226
10539,106,921
10540,106,694
10541,106,607
10542,106,58
10543,106,717
10544,106,435
10545,106,832
10546,106,863
10547,106,643
10548,106,650
10549,106,13
10550,106,1032
10551,106,87
10552,106,514
10553,106,980
10554,106,852
10555,106,971
10556,106,25
10557,106,594
10558,106,200
10559,106,281
10560,106,55
10561,106,1039
10562,106,119
10563,106,942
10564,106,399
10565,106,931
10566,106,744
10567,106,27
10568,106,339
10569,106,696
10570,106,653
10571,106,833
10572,106,749
10573,106,698
10574,106,95
10575,106,346
10576,106,503
10577,106,240
10578,106,166
10579,106,566
10580,106,765
10581,106,754
10582,106,695
10583,106,806
10584,106,46
10585,106,498
10586,106,319
10587,106,224
10588,106,1034
10589,106,799
10590,106,494
10591,106,633
10592,106,63
10593,106,902
10594,106,734
10595,106,163
10596,106,838
10597,106,511
10598,106,825
10599,106,569
10600,106,291
10601,106,964
10602,106,366
10603,106,660
10604,106,709
10605,106,720
10606,106,981
10607,106,555
10608,106,950
10609,106,822
10610,106,719
10611,106,699
10612,106,824
10613,106,1041
10614,106,766
10615,106,819
10616,106,897
10617,106,672
10618,106,33
10619,106,928
10620,106,845
10621,106,1019
10622,106,532
10623,106,741
10624,106,205
10625,106,1035
10626,106,70
10627,106,641
10628,106,492
10629,106,154
10630,106,876
10631,106,997
10632,106,966
10633,396,714
10634,396,296
10635,396,226
10636,396,232
10637,396,261
10638,396,435
10639,396,848
10640,396,852
10641,396,594
10642,396,55
10643,396,381
10644,396,744
10645,396,149
10646,396,95
10647,396,11
10648,396,46
10649,396,224
10650,396,264
10651,396,829
10652,396,63
10653,396,831
10654,396,830
10655,396,293
10656,396,432
10657,396,668
10658,396,576
10659,396,916
10660,396,532
10661,396,741
10662,25,1
10663,25,1033
10664,25,395
10665,25,296
10666,25,921
10667,25,607
10668,25,717
10669,25,435
10670,25,863
10671,25,643
10672,25,995
10673,25,51
10674,25,13
10675,25,514
10676,25,980
10677,25,483
10678,25,852
10679,25,801
10680,25,971
10681,25,106
10682,25,594
10683,25,281
10684,25,55
10685,25,119
10686,25,942
10687,25,275
10688,25,744
10689,25,27
10690,25,653
10691,25,340
10692,25,749
10693,25,95
10694,25,566
10695,25,46
10696,25,319
10697,25,224
10698,25,1034
10699,25,63
10700,25,838
10701,25,569
10702,25,603
10703,25,660
10704,25,482
10705,25,709
10706,25,981
10707,25,822
10708,25,719
10709,25,302
10710,25,1041
10711,25,766
10712,25,484
10713,25,1019
10714,25,532
10715,25,741
10716,25,205
10717,25,1035
10718,25,70
10719,25,641
10720,25,966
10721,718,544
10722,718,231
10723,718,296
10724,718,953
10725,718,729
10726,718,591
10727,718,612
10728,718,955
10729,718,542
10730,718,592
10731,718,958
10732,718,589
10733,718,939
10734,718,774
10735,718,957
10736,718,55
10737,718,954
10738,718,935
10739,718,893
10740,718,744
10741,718,15
10742,718,998
10743,718,95
10744,718,588
10745,718,46
10746,718,804
10747,718,224
10748,718,63
10749,718,973
10750,718,883
10751,718,368
10752,718,956
10753,718,630
10754,718,950
10755,718,286
10756,718,905
10757,718,959
10758,718,614
10759,718,952
10760,718,532
10761,718,306
10762,718,741
10763,62,296
10764,62,174
10765,62,791
10766,62,356
10767,62,971
10768,62,341
10769,62,292
10770,62,55
10771,62,121
10772,62,744
10773,62,943
10774,62,216
10775,62,749
10776,62,95
10777,62,566
10778,62,46
10779,62,204
10780,62,224
10781,62,44
10782,62,63
10783,62,705
10784,62,291
10785,62,289
10786,62,878
10787,62,900
10788,62,824
10789,62,1041
10790,62,532
10791,62,741
10792,62,154
10793,303,1049
10794,303,82
10795,303,371
10796,303,192
10797,303,530
10798,303,296
10799,303,75
10800,303,226
10801,303,782
10802,303,435
10803,303,87
10804,303,574
10805,303,852
10806,303,971
10807,303,594
10808,303,65
10809,303,292
10810,303,55
10811,303,64
10812,303,931
10813,303,744
10814,303,216
10815,303,339
10816,303,749
10817,303,95
10818,303,454
10819,303,322
10820,303,243
10821,303,117
10822,303,566
10823,303,754
10824,303,46
10825,303,498
10826,303,319
10827,303,540
10828,303,224
10829,303,983
10830,303,88
10831,303,323
10832,303,317
10833,303,63
10834,303,163
10835,303,838
10836,303,840
10837,303,352
10838,303,291
10839,303,366
10840,303,616
10841,303,461
10842,303,289
10843,303,450
10844,303,245
10845,303,555
10846,303,118
10847,303,950
10848,303,1060
10849,303,436
10850,303,525
10851,303,824
10852,303,982
10853,303,246
10854,303,360
10855,303,135
10856,303,626
10857,303,500
10858,303,928
10859,303,532
10860,303,741
10861,303,127
10862,303,24
10863,303,154
10864,303,930
10865,303,321
10866,134,95
10867,134,545
10868,134,697
10869,957,182
10870,957,277
10871,957,82
10872,957,544
10873,957,231
10874,957,493
10875,957,296
10876,957,953
10877,957,226
10878,957,694
10879,957,591
10880,957,612
10881,957,955
10882,957,817
10883,957,542
10884,957,592
10885,957,958
10886,957,435
10887,957,832
10888,957,939
10889,957,164
10890,957,1032
10891,957,87
10892,957,774
10893,957,882
10894,957,852
10895,957,971
10896,957,718
10897,957,594
10898,957,292
10899,957,55
10900,957,954
10901,957,935
10902,957,893
10903,957,931
10904,957,744
10905,957,15
10906,957,216
10907,957,382
10908,957,696
10909,957,833
10910,957,698
10911,957,95
10912,957,750
10913,957,346
10914,957,503
10915,957,240
10916,957,166
10917,957,243
10918,957,588
10919,957,566
10920,957,765
10921,957,695
10922,957,46
10923,957,295
10924,957,804
10925,957,224
10926,957,88
10927,957,494
10928,957,941
10929,957,775
10930,957,63
10931,957,902
10932,957,973
10933,957,734
10934,957,883
10935,957,291
10936,957,964
10937,957,461
10938,957,289
10939,957,743
10940,957,956
10941,957,720
10942,957,245
10943,957,677
10944,957,555
10945,957,950
10946,957,286
10947,957,699
10948,957,1041
10949,957,905
10950,957,959
10951,957,897
10952,957,672
10953,957,14
10954,957,33
10955,957,928
10956,957,952
10957,957,845
10958,957,532
10959,957,306
10960,957,741
10961,957,168
10962,957,120
10963,957,492
10964,957,154
10965,957,876
10966,957,997
10967,957,383
10968,341,174
10969,341,791
10970,341,356
10971,341,62
10972,341,943
10973,341,566
10974,341,44
10975,341,705
10976,341,878
10977,341,900
10978,338,296
10979,338,130
10980,338,55
10981,338,744
10982,338,95
10983,338,759
10984,338,46
10985,338,224
10986,338,63
10987,338,532
10988,338,741
10989,144,81
10990,144,82
10991,144,296
10992,144,435
10993,144,87
10994,144,378
10995,144,852
10996,144,594
10997,144,55
10998,144,744
10999,144,95
11000,144,46
11001,144,224
11002,144,88
11003,144,63
11004,144,461
11005,144,758
11006,144,532
11007,144,741
11008,144,152
11009,10,296
11010,10,55
11011,10,744
11012,10,95
11013,10,46
11014,10,224
11015,10,63
11016,10,532
11017,10,741
11018,990,182
11019,990,277
11020,990,736
11021,990,505
11022,990,493
11023,990,296
11024,990,694
11025,990,591
11026,990,612
11027,990,592
11028,990,589
11029,990,435
11030,990,832
11031,990,848
11032,990,1032
11033,990,774
11034,990,852
11035,990,594
11036,990,55
11037,990,64
11038,990,893
11039,990,744
11040,990,696
11041,990,833
11042,990,149
11043,990,698
11044,990,95
11045,990,346
11046,990,503
11047,990,240
11048,990,166
11049,990,588
11050,990,765
11051,990,695
11052,990,46
11053,990,224
11054,990,494
11055,990,775
11056,990,63
11057,990,902
11058,990,973
11059,990,734
11060,990,964
11061,990,368
11062,990,720
11063,990,950
11064,990,699
11065,990,905
11066,990,668
11067,990,895
11068,990,672
11069,990,33
11070,990,845
11071,990,532
11072,990,741
11073,990,492
11074,990,876
11075,990,997
11076,990,321
11077,335,710
11078,335,465
11079,335,411
11080,335,410
11081,335,412
11082,335,419
11083,335,99
11084,335,409
11085,335,413
11086,701,527
11087,701,710
11088,701,296
11089,701,55
11090,701,744
11091,701,95
11092,701,46
11093,701,224
11094,701,63
11095,701,19
11096,701,532
11097,701,741
11098,785,296
11099,785,971
11100,785,55
11101,785,438
11102,785,744
11103,785,95
11104,785,46
11105,785,224
11106,785,63
11107,785,950
11108,785,532
11109,785,741
11110,594,615
11111,594,171
11112,594,182
11113,594,81
11114,594,789
11115,594,277
11116,594,345
11117,594,1049
11118,594,714
11119,594,332
11120,594,795
11121,594,486
11122,594,82
11123,594,736
11124,594,933
11125,594,114
11126,594,583
11127,594,305
11128,594,371
11129,594,192
11130,594,544
11131,594,707
11132,594,1033
11133,594,505
11134,594,797
11135,594,620
11136,594,428
11137,594,231
11138,594,493
11139,594,710
11140,594,296
11141,594,953
11142,594,860
11143,594,75
11144,594,226
11145,594,782
11146,594,887
11147,594,282
11148,594,921
11149,594,909
11150,594,325
11151,594,694
11152,594,607
11153,594,608
11154,594,591
11155,594,58
11156,594,1000
11157,594,161
11158,594,730
11159,594,612
11160,594,234
11161,594,918
11162,594,955
11163,594,717
11164,594,776
11165,594,592
11166,594,958
11167,594,589
11168,594,435
11169,594,273
11170,594,832
11171,594,863
11172,594,644
11173,594,643
11174,594,380
11175,594,848
11176,594,51
11177,594,13
11178,594,211
11179,594,945
11180,594,1032
11181,594,784
11182,594,87
11183,594,774
11184,594,514
11185,594,980
11186,594,348
11187,594,802
11188,594,800
11189,594,574
11190,594,852
11191,594,300
11192,594,971
11193,594,106
11194,594,396
11195,594,25
11196,594,303
11197,594,957
11198,594,144
11199,594,990
11200,594,281
11201,594,292
11202,594,55
11203,594,381
11204,594,954
11205,594,935
11206,594,119
11207,594,64
11208,594,893
11209,594,942
11210,594,288
11211,594,517
11212,594,931
11213,594,744
11214,594,267
11215,594,763
11216,594,39
11217,594,27
11218,594,213
11219,594,216
11220,594,370
11221,594,382
11222,594,655
11223,594,696
11224,594,653
11225,594,340
11226,594,833
11227,594,749
11228,594,149
11229,594,217
11230,594,698
11231,594,95
11232,594,454
11233,594,1012
11234,594,346
11235,594,503
11236,594,206
11237,594,783
11238,594,240
11239,594,166
11240,594,243
11241,594,588
11242,594,89
11243,594,1036
11244,594,92
11245,594,765
11246,594,159
11247,594,456
11248,594,695
11249,594,690
11250,594,911
11251,594,11
11252,594,715
11253,594,46
11254,594,204
11255,594,295
11256,594,727
11257,594,804
11258,594,319
11259,594,402
11260,594,142
11261,594,667
11262,594,540
11263,594,224
11264,594,1034
11265,594,1023
11266,594,265
11267,594,799
11268,594,1024
11269,594,859
11270,594,88
11271,594,539
11272,594,494
11273,594,323
11274,594,258
11275,594,846
11276,594,775
11277,594,633
11278,594,63
11279,594,1014
11280,594,902
11281,594,973
11282,594,734
11283,594,85
11284,594,940
11285,594,838
11286,594,511
11287,594,40
11288,594,825
11289,594,840
11290,594,569
11291,594,548
11292,594,397
11293,594,883
11294,594,584
11295,594,529
11296,594,352
11297,594,603
11298,594,291
11299,594,964
11300,594,662
11301,594,557
11302,594,366
11303,594,660
11304,594,593
11305,594,925
11306,594,482
11307,594,616
11308,594,461
11309,594,394
11310,594,289
11311,594,743
11312,594,368
11313,594,790
11314,594,450
11315,594,1061
11316,594,709
11317,594,357
11318,594,956
11319,594,831
11320,594,720
11321,594,254
11322,594,245
11323,594,981
11324,594,724
11325,594,830
11326,594,555
11327,594,118
11328,594,269
11329,594,950
11330,594,286
11331,594,822
11332,594,436
11333,594,699
11334,594,824
11335,594,972
11336,594,982
11337,594,693
11338,594,599
11339,594,578
11340,594,563
11341,594,1041
11342,594,905
11343,594,173
11344,594,246
11345,594,988
11346,594,959
11347,594,432
11348,594,766
11349,594,360
11350,594,135
11351,594,484
11352,594,604
11353,594,668
11354,594,904
11355,594,895
11356,594,645
11357,594,175
11358,594,897
11359,594,672
11360,594,33
11361,594,1026
11362,594,1031
11363,594,928
11364,594,952
11365,594,845
11366,594,504
11367,594,1019
11368,594,532
11369,594,689
11370,594,306
11371,594,741
11372,594,120
11373,594,205
11374,594,170
11375,594,1035
11376,594,70
11377,594,641
11378,594,24
11379,594,492
11380,594,154
11381,594,876
11382,594,997
11383,594,930
11384,594,966
11385,594,549
11386,594,510
11387,594,642
11388,594,761
11389,594,321
11390,65,82
11391,65,296
11392,65,226
11393,65,87
11394,65,971
11395,65,303
11396,65,55
11397,65,744
11398,65,95
11399,65,322
11400,65,46
11401,65,224
11402,65,983
11403,65,63
11404,65,616
11405,65,824
11406,65,360
11407,65,1026
11408,65,532
11409,65,741
11410,65,127
11411,65,154
11412,65,321
11413,640,636
11414,640,635
11415,640,105
11416,640,441
11417,640,649
11418,640,639
11419,640,553
11420,640,917
11421,640,872
11422,200,182
11423,200,277
11424,200,736
11425,200,1033
11426,200,493
11427,200,296
11428,200,694
11429,200,832
11430,200,863
11431,200,1032
11432,200,106
11433,200,281
11434,200,55
11435,200,1039
11436,200,399
11437,200,744
11438,200,27
11439,200,155
11440,200,696
11441,200,833
11442,200,698
11443,200,95
11444,200,346
11445,200,240
11446,200,166
11447,200,765
11448,200,695
11449,200,46
11450,200,224
11451,200,1034
11452,200,494
11453,200,63
11454,200,902
11455,200,734
11456,200,569
11457,200,660
11458,200,720
11459,200,550
11460,200,719
11461,200,699
11462,200,1041
11463,200,766
11464,200,672
11465,200,33
11466,200,845
11467,200,532
11468,200,741
11469,200,205
11470,200,1035
11471,200,70
11472,200,492
11473,200,876
11474,200,997
11475,281,182
11476,281,277
11477,281,736
11478,281,305
11479,281,1033
11480,281,493
11481,281,296
11482,281,226
11483,281,282
11484,281,921
11485,281,694
11486,281,607
11487,281,1000
11488,281,717
11489,281,435
11490,281,832
11491,281,863
11492,281,51
11493,281,13
11494,281,1032
11495,281,87
11496,281,980
11497,281,852
11498,281,971
11499,281,106
11500,281,25
11501,281,594
11502,281,200
11503,281,292
11504,281,55
11505,281,942
11506,281,399
11507,281,931
11508,281,744
11509,281,27
11510,281,339
11511,281,696
11512,281,340
11513,281,833
11514,281,749
11515,281,698
11516,281,95
11517,281,346
11518,281,503
11519,281,240
11520,281,166
11521,281,765
11522,281,754
11523,281,695
11524,281,46
11525,281,498
11526,281,319
11527,281,224
11528,281,1034
11529,281,494
11530,281,63
11531,281,902
11532,281,734
11533,281,163
11534,281,838
11535,281,511
11536,281,825
11537,281,569
11538,281,603
11539,281,964
11540,281,660
11541,281,289
11542,281,709
11543,281,720
11544,281,981
11545,281,721
11546,281,555
11547,281,269
11548,281,950
11549,281,822
11550,281,719
11551,281,699
11552,281,824
11553,281,1041
11554,281,766
11555,281,897
11556,281,672
11557,281,33
11558,281,928
11559,281,845
11560,281,532
11561,281,741
11562,281,205
11563,281,1035
11564,281,70
11565,281,492
11566,281,154
11567,281,876
11568,281,997
11569,281,966
11570,281,321
11571,467,296
11572,467,860
11573,467,55
11574,467,744
11575,467,95
11576,467,46
11577,467,224
11578,467,63
11579,467,532
11580,467,741
11581,704,948
11582,704,971
11583,704,947
11584,704,266
11585,704,824
11586,263,867
11587,263,296
11588,263,74
11589,263,164
11590,263,882
11591,263,55
11592,263,744
11593,263,95
11594,263,868
11595,263,60
11596,263,46
11597,263,224
11598,263,63
11599,263,284
11600,263,866
11601,263,987
11602,263,869
11603,263,723
11604,263,1046
11605,263,14
11606,263,661
11607,263,1042
11608,263,532
11609,263,874
11610,263,741
11611,263,168
11612,263,871
11613,263,480
11614,263,383
11615,263,865
11616,947,949
11617,947,948
11618,947,971
11619,947,704
11620,947,292
11621,947,317
11622,947,289
11623,947,266
11624,947,824
11625,947,154
11626,947,321
11627,292,615
11628,292,182
11629,292,527
11630,292,81
11631,292,1049
11632,292,452
11633,292,795
11634,292,82
11635,292,760
11636,292,305
11637,292,371
11638,292,192
11639,292,530
11640,292,544
11641,292,1033
11642,292,505
11643,292,620
11644,292,428
11645,292,231
11646,292,493
11647,292,710
11648,292,12
11649,292,296
11650,292,953
11651,292,788
11652,292,75
11653,292,226
11654,292,489
11655,292,282
11656,292,54
11657,292,909
11658,292,591
11659,292,58
11660,292,948
11661,292,290
11662,292,1000
11663,292,612
11664,292,234
11665,292,918
11666,292,955
11667,292,404
11668,292,235
11669,292,542
11670,292,711
11671,292,592
11672,292,922
11673,292,958
11674,292,589
11675,292,435
11676,292,273
11677,292,984
11678,292,791
11679,292,986
11680,292,51
11681,292,939
11682,292,1032
11683,292,784
11684,292,177
11685,292,87
11686,292,774
11687,292,356
11688,292,348
11689,292,574
11690,292,852
11691,292,300
11692,292,971
11693,292,62
11694,292,303
11695,292,957
11696,292,594
11697,292,281
11698,292,947
11699,292,55
11700,292,381
11701,292,954
11702,292,935
11703,292,64
11704,292,893
11705,292,68
11706,292,481
11707,292,288
11708,292,399
11709,292,931
11710,292,121
11711,292,744
11712,292,15
11713,292,27
11714,292,943
11715,292,216
11716,292,382
11717,292,655
11718,292,340
11719,292,749
11720,292,149
11721,292,95
11722,292,454
11723,292,346
11724,292,783
11725,292,322
11726,292,445
11727,292,240
11728,292,243
11729,292,458
11730,292,588
11731,292,117
11732,292,566
11733,292,765
11734,292,46
11735,292,204
11736,292,295
11737,292,804
11738,292,355
11739,292,319
11740,292,912
11741,292,142
11742,292,540
11743,292,224
11744,292,1034
11745,292,44
11746,292,799
11747,292,1024
11748,292,983
11749,292,88
11750,292,494
11751,292,323
11752,292,317
11753,292,775
11754,292,633
11755,292,63
11756,292,973
11757,292,734
11758,292,85
11759,292,511
11760,292,840
11761,292,569
11762,292,883
11763,292,352
11764,292,603
11765,292,291
11766,292,366
11767,292,616
11768,292,461
11769,292,394
11770,292,289
11771,292,743
11772,292,368
11773,292,19
11774,292,450
11775,292,842
11776,292,956
11777,292,720
11778,292,254
11779,292,245
11780,292,878
11781,292,555
11782,292,118
11783,292,269
11784,292,900
11785,292,950
11786,292,286
11787,292,1060
11788,292,436
11789,292,525
11790,292,824
11791,292,972
11792,292,970
11793,292,153
11794,292,59
11795,292,905
11796,292,246
11797,292,959
11798,292,766
11799,292,360
11800,292,668
11801,292,156
11802,292,895
11803,292,897
11804,292,626
11805,292,29
11806,292,33
11807,292,500
11808,292,928
11809,292,952
11810,292,845
11811,292,504
11812,292,532
11813,292,306
11814,292,741
11815,292,120
11816,292,205
11817,292,1035
11818,292,127
11819,292,70
11820,292,24
11821,292,492
11822,292,154
11823,292,876
11824,292,930
11825,292,510
11826,292,642
11827,292,321
11828,55,615
11829,55,283
11830,55,364
11831,55,171
11832,55,518
11833,55,182
11834,55,579
11835,55,527
11836,55,81
11837,55,789
11838,55,926
11839,55,786
11840,55,277
11841,55,345
11842,55,899
11843,55,1049
11844,55,187
11845,55,714
11846,55,452
11847,55,388
11848,55,332
11849,55,197
11850,55,795
11851,55,634
11852,55,816
11853,55,131
11854,55,647
11855,55,611
11856,55,141
11857,55,1016
11858,55,91
11859,55,460
11860,55,850
11861,55,82
11862,55,760
11863,55,1063
11864,55,602
11865,55,736
11866,55,933
11867,55,114
11868,55,583
11869,55,305
11870,55,371
11871,55,192
11872,55,530
11873,55,544
11874,55,867
11875,55,707
11876,55,1033
11877,55,505
11878,55,797
11879,55,620
11880,55,428
11881,55,179
11882,55,231
11883,55,493
11884,55,710
11885,55,12
11886,55,296
11887,55,974
11888,55,953
11889,55,123
11890,55,729
11891,55,220
11892,55,860
11893,55,147
11894,55,788
11895,55,75
11896,55,226
11897,55,782
11898,55,887
11899,55,489
11900,55,992
11901,55,282
11902,55,247
11903,55,921
11904,55,232
11905,55,54
11906,55,909
11907,55,238
11908,55,325
11909,55,694
11910,55,607
11911,55,608
11912,55,591
11913,55,58
11914,55,215
11915,55,1017
11916,55,290
11917,55,1000
11918,55,161
11919,55,730
11920,55,612
11921,55,234
11922,55,918
11923,55,955
11924,55,404
11925,55,235
11926,55,521
11927,55,717
11928,55,817
11929,55,130
11930,55,985
11931,55,318
11932,55,857
11933,55,418
11934,55,542
11935,55,523
11936,55,776
11937,55,711
11938,55,515
11939,55,116
11940,55,74
11941,55,592
11942,55,453
11943,55,958
11944,55,589
11945,55,601
11946,55,285
11947,55,435
11948,55,273
11949,55,794
11950,55,185
11951,55,984
11952,55,832
11953,55,96
11954,55,863
11955,55,462
11956,55,398
11957,55,644
11958,55,643
11959,55,650
11960,55,73
11961,55,233
11962,55,791
11963,55,986
11964,55,380
11965,55,848
11966,55,679
11967,55,51
11968,55,939
11969,55,13
11970,55,164
11971,55,211
11972,55,945
11973,55,1032
11974,55,585
11975,55,784
11976,55,87
11977,55,821
11978,55,774
11979,55,514
11980,55,980
11981,55,423
11982,55,577
11983,55,356
11984,55,582
11985,55,882
11986,55,348
11987,55,777
11988,55,4
11989,55,802
11990,55,800
11991,55,316
11992,55,574
11993,55,852
11994,55,300
11995,55,971
11996,55,106
11997,55,396
11998,55,25
11999,55,718
12000,55,62
12001,55,303
12002,55,957
12003,55,338
12004,55,144
12005,55,10
12006,55,990
12007,55,701
12008,55,785
12009,55,594
12010,55,65
12011,55,200
12012,55,281
12013,55,467
12014,55,263
12015,55,292
12016,55,381
12017,55,1039
12018,55,954
12019,55,935
12020,55,628
12021,55,119
12022,55,64
12023,55,893
12024,55,68
12025,55,196
12026,55,69
12027,55,481
12028,55,942
12029,55,391
12030,55,288
12031,55,399
12032,55,309
12033,55,517
12034,55,5
12035,55,632
12036,55,931
12037,55,121
12038,55,1038
12039,55,744
12040,55,267
12041,55,763
12042,55,39
12043,55,447
12044,55,225
12045,55,80
12046,55,751
12047,55,15
12048,55,27
12049,55,133
12050,55,943
12051,55,753
12052,55,213
12053,55,731
12054,55,216
12055,55,400
12056,55,937
12057,55,728
12058,55,370
12059,55,382
12060,55,339
12061,55,202
12062,55,573
12063,55,655
12064,55,696
12065,55,653
12066,55,340
12067,55,188
12068,55,440
12069,55,833
12070,55,951
12071,55,749
12072,55,149
12073,55,217
12074,55,698
12075,55,95
12076,55,454
12077,55,7
12078,55,750
12079,55,1012
12080,55,868
12081,55,346
12082,55,503
12083,55,160
12084,55,735
12085,55,206
12086,55,783
12087,55,322
12088,55,445
12089,55,359
12090,55,1030
12091,55,431
12092,55,864
12093,55,240
12094,55,556
12095,55,1056
12096,55,166
12097,55,243
12098,55,778
12099,55,458
12100,55,588
12101,55,1036
12102,55,92
12103,55,858
12104,55,566
12105,55,765
12106,55,279
12107,55,754
12108,55,159
12109,55,456
12110,55,975
12111,55,695
12112,55,759
12113,55,508
12114,55,806
12115,55,690
12116,55,60
12117,55,911
12118,55,274
12119,55,242
12120,55,11
12121,55,61
12122,55,715
12123,55,46
12124,55,498
12125,55,204
12126,55,295
12127,55,210
12128,55,664
12129,55,727
12130,55,804
12131,55,506
12132,55,355
12133,55,319
12134,55,402
12135,55,912
12136,55,142
12137,55,667
12138,55,540
12139,55,224
12140,55,1034
12141,55,1023
12142,55,265
12143,55,44
12144,55,799
12145,55,1024
12146,55,26
12147,55,859
12148,55,983
12149,55,88
12150,55,539
12151,55,1020
12152,55,494
12153,55,323
12154,55,941
12155,55,258
12156,55,264
12157,55,846
12158,55,317
12159,55,775
12160,55,633
12161,55,915
12162,55,63
12163,55,1014
12164,55,798
12165,55,627
12166,55,337
12167,55,902
12168,55,973
12169,55,734
12170,55,85
12171,55,193
12172,55,940
12173,55,163
12174,55,838
12175,55,686
12176,55,511
12177,55,1010
12178,55,40
12179,55,825
12180,55,836
12181,55,108
12182,55,513
12183,55,840
12184,55,879
12185,55,569
12186,55,965
12187,55,548
12188,55,687
12189,55,649
12190,55,397
12191,55,883
12192,55,584
12193,55,886
12194,55,529
12195,55,352
12196,55,53
12197,55,284
12198,55,603
12199,55,291
12200,55,122
12201,55,964
12202,55,662
12203,55,557
12204,55,366
12205,55,722
12206,55,660
12207,55,593
12208,55,925
12209,55,616
12210,55,866
12211,55,461
12212,55,394
12213,55,289
12214,55,743
12215,55,678
12216,55,368
12217,55,19
12218,55,790
12219,55,450
12220,55,1061
12221,55,709
12222,55,624
12223,55,357
12224,55,792
12225,55,842
12226,55,1015
12227,55,956
12228,55,987
12229,55,831
12230,55,720
12231,55,869
12232,55,361
12233,55,254
12234,55,245
12235,55,981
12236,55,143
12237,55,724
12238,55,464
12239,55,830
12240,55,878
12241,55,48
12242,55,677
12243,55,723
12244,55,349
12245,55,379
12246,55,721
12247,55,555
12248,55,118
12249,55,269
12250,55,900
12251,55,950
12252,55,286
12253,55,822
12254,55,1060
12255,55,436
12256,55,719
12257,55,180
12258,55,525
12259,55,708
12260,55,699
12261,55,824
12262,55,972
12263,55,982
12264,55,970
12265,55,693
12266,55,470
12267,55,599
12268,55,59
12269,55,578
12270,55,562
12271,55,93
12272,55,563
12273,55,293
12274,55,1041
12275,55,905
12276,55,173
12277,55,246
12278,55,988
12279,55,959
12280,55,432
12281,55,762
12282,55,766
12283,55,84
12284,55,42
12285,55,962
12286,55,890
12287,55,360
12288,55,819
12289,55,1004
12290,55,509
12291,55,135
12292,55,271
12293,55,199
12294,55,604
12295,55,110
12296,55,668
12297,55,904
12298,55,156
12299,55,895
12300,55,333
12301,55,645
12302,55,175
12303,55,181
12304,55,897
12305,55,672
12306,55,14
12307,55,834
12308,55,626
12309,55,29
12310,55,558
12311,55,33
12312,55,1026
12313,55,466
12314,55,1031
12315,55,500
12316,55,928
12317,55,207
12318,55,952
12319,55,845
12320,55,504
12321,55,1042
12322,55,1019
12323,55,532
12324,55,113
12325,55,815
12326,55,689
12327,55,306
12328,55,874
12329,55,741
12330,55,168
12331,55,120
12332,55,205
12333,55,1011
12334,55,907
12335,55,946
12336,55,170
12337,55,871
12338,55,6
12339,55,1035
12340,55,127
12341,55,70
12342,55,641
12343,55,24
12344,55,492
12345,55,154
12346,55,876
12347,55,152
12348,55,376
12349,55,512
12350,55,997
12351,55,930
12352,55,383
12353,55,966
12354,55,549
12355,55,510
12356,55,448
12357,55,642
12358,55,865
12359,55,761
12360,55,321
12361,381,615
12362,381,345
12363,381,795
12364,381,82
12365,381,305
12366,381,707
12367,381,710
12368,381,976
12369,381,296
12370,381,226
12371,381,887
12372,381,282
12373,381,58
12374,381,857
12375,381,435
12376,381,643
12377,381,380
12378,381,87
12379,381,514
12380,381,852
12381,381,971
12382,381,396
12383,381,594
12384,381,292
12385,381,55
12386,381,744
12387,381,216
12388,381,339
12389,381,653
12390,381,749
12391,381,95
12392,381,1012
12393,381,89
12394,381,858
12395,381,754
12396,381,975
12397,381,46
12398,381,498
12399,381,319
12400,381,142
12401,381,540
12402,381,224
12403,381,1023
12404,381,799
12405,381,996
12406,381,633
12407,381,63
12408,381,163
12409,381,838
12410,381,825
12411,381,289
12412,381,790
12413,381,1061
12414,381,48
12415,381,269
12416,381,900
12417,381,950
12418,381,824
12419,381,1041
12420,381,668
12421,381,175
12422,381,897
12423,381,1026
12424,381,1019
12425,381,532
12426,381,741
12427,381,641
12428,381,154
12429,381,321
12430,105,636
12431,105,635
12432,105,640
12433,105,441
12434,105,649
12435,105,639
12436,105,553
12437,105,917
12438,105,872
12439,1039,736
12440,1039,296
