,target,Herb
557,10148.0,3
558,8707.0,3
559,9971.0,3
560,10762.0,3
561,10444.0,3
562,10520.0,3
563,10246.0,3
564,9497.0,3
565,9369.0,3
566,9253.0,3
567,10300.0,3
568,8818.0,3
569,8781.0,3
570,10245.0,3
571,9455.0,3
572,9018.0,3
573,9547.0,3
574,8804.0,3
575,10010.0,3
576,9601.0,3
577,8838.0,3
578,9088.0,3
579,9907.0,3
580,9556.0,3
581,9225.0,3
582,9330.0,3
583,9428.0,3
584,9321.0,3
585,9878.0,3
586,9906.0,3
587,8464.0,3
588,10011.0,3
589,10012.0,3
590,8951.0,3
591,10099.0,3
592,8747.0,3
593,9421.0,3
594,9707.0,3
595,8836.0,3
596,9605.0,3
597,9930.0,3
598,8976.0,3
599,8885.0,3
600,8705.0,3
601,8708.0,3
602,8807.0,3
603,8660.0,3
604,10054.0,3
605,9399.0,3
606,9785.0,3
607,9726.0,3
608,8943.0,3
609,9820.0,3
610,10521.0,3
611,9089.0,3
612,8829.0,3
613,9495.0,3
614,10324.0,3
615,9023.0,3
616,9607.0,3
617,9922.0,3
618,9331.0,3
619,8509.0,3
620,8391.0,3
621,9101.0,3
622,8819.0,3
623,8754.0,3
624,8799.0,3
625,8918.0,3
626,8673.0,3
627,9839.0,3
628,8973.0,3
629,9025.0,3
630,9652.0,3
631,9373.0,3
632,9335.0,3
633,9803.0,3
634,10522.0,3
635,9119.0,3
636,11027.0,3
637,8702.0,3
638,9519.0,3
639,9392.0,3
640,8816.0,3
641,9880.0,3
642,9281.0,3
643,9000.0,3
644,10013.0,3
645,,3
646,8925.0,3
647,8530.0,3
648,9220.0,3
649,9551.0,3
650,8408.0,3
651,8809.0,3
652,9043.0,3
653,9347.0,3
654,8674.0,3
655,10221.0,3
656,9289.0,3
657,10505.0,3
658,10653.0,3
659,8430.0,3
660,9489.0,3
661,8629.0,3
662,9435.0,3
663,9397.0,3
664,9903.0,3
665,8968.0,3
666,8363.0,3
667,10514.0,3
668,9263.0,3
669,10863.0,3
670,9994.0,3
671,9833.0,3
672,8525.0,3
673,10339.0,3
674,8709.0,3
675,8614.0,3
676,9864.0,3
677,10277.0,3
678,9954.0,3
679,9091.0,3
680,9834.0,3
681,9371.0,3
682,9092.0,3
683,8902.0,3
684,9316.0,3
685,8802.0,3
686,9001.0,3
687,9811.0,3
688,10507.0,3
689,8916.0,3
690,10168.0,3
691,9529.0,3
692,8949.0,3
693,8875.0,3
694,8917.0,3
695,8981.0,3
696,10908.0,3
697,8640.0,3
698,8679.0,3
699,8731.0,3
700,9179.0,3
701,10626.0,3
702,9012.0,3
703,8557.0,3
704,8823.0,3
705,8778.0,3
706,8654.0,3
707,8661.0,3
708,9594.0,3
709,8932.0,3
710,8710.0,3
711,9925.0,3
712,8758.0,3
713,10956.0,3
714,9066.0,3
715,9368.0,3
716,10739.0,3
717,9146.0,3
718,9204.0,3
719,8993.0,3
720,9300.0,3
721,9085.0,3
722,9662.0,3
723,9708.0,3
724,8716.0,3
725,8955.0,3
726,8393.0,3
727,9051.0,3
728,9141.0,3
729,10823.0,3
730,9155.0,3
731,9932.0,3
732,10132.0,3
733,9272.0,3
734,9221.0,3
735,8740.0,3
736,8681.0,3
737,9032.0,3
738,8977.0,3
739,10120.0,3
740,9964.0,3
741,8863.0,3
742,8810.0,3
743,8785.0,3
744,9011.0,3
745,8811.0,3
746,9784.0,3
747,9415.0,3
748,10160.0,3
749,9208.0,3
750,8759.0,3
751,8995.0,3
752,8784.0,3
753,9384.0,3
754,8941.0,3
755,8519.0,3
756,9118.0,3
757,9808.0,3
758,9762.0,3
759,10639.0,3
760,10782.0,3
761,9690.0,3
762,9516.0,3
763,9712.0,3
764,9600.0,3
765,9310.0,3
766,9186.0,3
767,9135.0,3
768,8682.0,3
769,10058.0,3
770,8616.0,3
771,10333.0,3
772,10279.0,3
773,8344.0,3
774,,3
775,8978.0,3
776,9357.0,3
777,9090.0,3
778,10568.0,3
779,9636.0,3
780,9167.0,3
781,8756.0,3
782,9015.0,3
783,9988.0,3
784,8656.0,3
785,10355.0,3
786,9569.0,3
787,8961.0,3
788,9041.0,3
789,9282.0,3
790,9464.0,3
791,8848.0,3
792,10589.0,3
793,9555.0,3
794,8972.0,3
795,10135.0,3
796,10243.0,3
797,10006.0,3
798,8439.0,3
799,10925.0,3
800,10982.0,3
801,8381.0,3
802,10209.0,3
803,9457.0,3
804,9207.0,3
805,9739.0,3
806,9177.0,3
807,10057.0,3
808,10741.0,3
809,8946.0,3
810,9776.0,3
811,9478.0,3
812,10224.0,3
813,8527.0,3
814,10561.0,3
815,9599.0,3
816,9494.0,3
817,9112.0,3
818,8882.0,3
819,8877.0,3
820,8347.0,3
821,9195.0,3
822,8814.0,3
823,10555.0,3
824,10620.0,3
825,9991.0,3
826,8812.0,3
827,8678.0,3
828,10153.0,3
829,8725.0,3
830,9276.0,3
831,9532.0,3
832,9033.0,3
833,8880.0,3
834,9138.0,3
835,9188.0,3
836,9353.0,3
837,9214.0,3
838,9995.0,3
839,10379.0,3
840,8485.0,3
841,9430.0,3
842,9200.0,3
843,8626.0,3
844,10134.0,3
845,8879.0,3
846,9687.0,3
847,9103.0,3
848,10709.0,3
849,8687.0,3
850,10080.0,3
851,9013.0,3
852,8495.0,3
853,10968.0,3
854,10894.0,3
855,9983.0,3
856,9168.0,3
857,8460.0,3
858,8636.0,3
859,9241.0,3
860,9881.0,3
861,9689.0,3
862,8803.0,3
863,10127.0,3
864,10759.0,3
865,8647.0,3
866,9940.0,3
867,9673.0,3
868,8420.0,3
869,8457.0,3
870,10699.0,3
871,8406.0,3
872,10047.0,3
873,8970.0,3
874,9003.0,3
875,9639.0,3
876,10220.0,3
877,9967.0,3
878,9921.0,3
879,8733.0,3
880,8988.0,3
881,9719.0,3
882,8821.0,3
883,9523.0,3
884,8928.0,3
885,8815.0,3
886,10335.0,3
887,9182.0,3
888,10882.0,3
889,8893.0,3
890,10500.0,3
891,8497.0,3
892,10726.0,3
893,9068.0,3
894,10599.0,3
895,9660.0,3
896,9590.0,3
897,8683.0,3
898,8619.0,3
899,9885.0,3
900,10451.0,3
901,9972.0,3
902,8498.0,3
903,8940.0,3
904,9817.0,3
905,9868.0,3
906,10588.0,3
907,9165.0,3
908,8866.0,3
909,10777.0,3
910,8997.0,3
911,8817.0,3
912,10249.0,3
913,10318.0,3
914,8757.0,3
915,8834.0,3
916,8868.0,3
917,9764.0,3
918,8855.0,3
919,9713.0,3
920,8658.0,3
921,10238.0,3
922,9965.0,3
923,9810.0,3
924,9521.0,3
925,9632.0,3
926,8699.0,3
927,9019.0,3
928,9809.0,3
929,10941.0,3
930,9936.0,3
931,9197.0,3
932,9618.0,3
933,9746.0,3
934,9595.0,3
935,8483.0,3
936,10499.0,3
937,8482.0,3
938,8903.0,3
939,8655.0,3
940,9131.0,3
941,8950.0,3
942,9072.0,3
943,9860.0,3
944,9020.0,3
945,8982.0,3
946,8474.0,3
947,,3
948,8832.0,3
949,9774.0,3
950,9648.0,3
951,10839.0,3
952,8835.0,3
953,9035.0,3
954,10373.0,3
955,9641.0,3
956,9185.0,3
957,9255.0,3
958,10183.0,3
959,10846.0,3
960,9663.0,3
961,9284.0,3
962,9058.0,3
963,8400.0,3
964,8912.0,3
965,10903.0,3
966,11035.0,3
967,9899.0,3
968,10652.0,3
969,8937.0,3
970,10981.0,3
971,9439.0,3
972,9403.0,3
973,8426.0,3
974,9946.0,3
975,10829.0,3
976,9823.0,3
977,9007.0,3
978,,3
979,9249.0,3
980,,3
981,,3
982,10933.0,3
983,9539.0,3
984,10055.0,3
985,10165.0,3
986,9151.0,3
987,8684.0,3
988,9890.0,3
989,9709.0,3
990,10090.0,3
991,10089.0,3
992,10117.0,3
993,,3
994,9016.0,3
995,9749.0,3
996,8910.0,3
997,10958.0,3
998,10439.0,3
999,9492.0,3
1000,9113.0,3
1001,8564.0,4
1002,10259.0,4
1003,9355.0,4
1004,10214.0,4
1005,9503.0,4
1006,8362.0,4
1007,10148.0,4
1008,8707.0,4
1009,9971.0,4
1010,10762.0,4
1011,10444.0,4
1012,10520.0,4
1013,10246.0,4
1014,9497.0,4
1015,9369.0,4
1016,9253.0,4
1017,10300.0,4
1018,8818.0,4
1019,8781.0,4
1020,10245.0,4
1021,9455.0,4
1022,9018.0,4
1023,9547.0,4
1024,8804.0,4
1025,10010.0,4
1026,9601.0,4
1027,8838.0,4
1028,9088.0,4
1029,9907.0,4
1030,9556.0,4
1031,9225.0,4
1032,9330.0,4
1033,9428.0,4
1034,9321.0,4
1035,9878.0,4
1036,9906.0,4
1037,8464.0,4
1038,10011.0,4
1039,10012.0,4
1040,8951.0,4
1041,10099.0,4
1042,8747.0,4
1043,9421.0,4
1044,9707.0,4
1045,8836.0,4
1046,9605.0,4
1047,9930.0,4
1048,8976.0,4
1049,8885.0,4
1050,8705.0,4
1051,8708.0,4
1052,8807.0,4
1053,8660.0,4
1054,10054.0,4
1055,9399.0,4
1056,9785.0,4
1057,9726.0,4
1058,8943.0,4
1059,9820.0,4
1060,10521.0,4
1061,9089.0,4
1062,8829.0,4
1063,9495.0,4
1064,10324.0,4
1065,9023.0,4
1066,9607.0,4
1067,9922.0,4
1068,9331.0,4
1069,8509.0,4
1070,8391.0,4
1071,9101.0,4
1072,8819.0,4
1073,8754.0,4
1074,8799.0,4
1075,8918.0,4
1076,8673.0,4
1077,9839.0,4
1078,8973.0,4
1079,9025.0,4
1080,9652.0,4
1081,9373.0,4
1082,9335.0,4
1083,9803.0,4
1084,10522.0,4
1085,9119.0,4
1086,11027.0,4
1087,8702.0,4
1088,9519.0,4
1089,9392.0,4
1090,8816.0,4
1091,9880.0,4
1092,9281.0,4
1093,9000.0,4
1094,10013.0,4
1095,,4
1096,8925.0,4
1097,8530.0,4
1098,9220.0,4
1099,9551.0,4
1100,8408.0,4
1101,8809.0,4
1102,9043.0,4
1103,9347.0,4
1104,8674.0,4
1105,10221.0,4
1106,9289.0,4
1107,10505.0,4
1108,10653.0,4
1109,8430.0,4
1110,9489.0,4
1111,8629.0,4
1112,9435.0,4
1113,9397.0,4
1114,9903.0,4
1115,8968.0,4
1116,8363.0,4
1117,10514.0,4
1118,9263.0,4
1119,10863.0,4
1120,9994.0,4
1121,9833.0,4
1122,8525.0,4
1123,10339.0,4
1124,8709.0,4
1125,8614.0,4
1126,9864.0,4
1127,10277.0,4
1128,9954.0,4
1129,9091.0,4
1130,9834.0,4
1131,9371.0,4
1132,9092.0,4
1133,8902.0,4
1134,9316.0,4
1135,8802.0,4
1136,9001.0,4
1137,9811.0,4
1138,10507.0,4
1139,8916.0,4
1140,10168.0,4
1141,9529.0,4
1142,8949.0,4
1143,8875.0,4
1144,8917.0,4
1145,8981.0,4
1146,10908.0,4
1147,8640.0,4
1148,8679.0,4
1149,8731.0,4
1150,9179.0,4
1151,10626.0,4
1152,9012.0,4
1153,8557.0,4
1154,8823.0,4
1155,8778.0,4
1156,8654.0,4
1157,8661.0,4
1158,9594.0,4
1159,8932.0,4
1160,8710.0,4
1161,9925.0,4
1162,8758.0,4
1163,10956.0,4
1164,9066.0,4
1165,9368.0,4
1166,10739.0,4
1167,9146.0,4
1168,9204.0,4
1169,8993.0,4
1170,9300.0,4
1171,9085.0,4
1172,9662.0,4
1173,9708.0,4
1174,8716.0,4
1175,8955.0,4
1176,8393.0,4
1177,9051.0,4
1178,9141.0,4
1179,10823.0,4
1180,9155.0,4
1181,9932.0,4
1182,10132.0,4
1183,9272.0,4
1184,9221.0,4
1185,8740.0,4
1186,8681.0,4
1187,9032.0,4
1188,8977.0,4
1189,10120.0,4
1190,9964.0,4
1191,8863.0,4
1192,8810.0,4
1193,8785.0,4
1194,9011.0,4
1195,8811.0,4
1196,9784.0,4
1197,9415.0,4
1198,10160.0,4
1199,9208.0,4
1200,8759.0,4
1201,8995.0,4
1202,8784.0,4
1203,9384.0,4
1204,8941.0,4
1205,8519.0,4
1206,9118.0,4
1207,9808.0,4
1208,9762.0,4
1209,10639.0,4
1210,10782.0,4
1211,9690.0,4
1212,9516.0,4
1213,9712.0,4
1214,9600.0,4
1215,9310.0,4
1216,9186.0,4
1217,9135.0,4
1218,8682.0,4
1219,10058.0,4
1220,8616.0,4
1221,10333.0,4
1222,10279.0,4
1223,8344.0,4
1224,,4
1225,8978.0,4
1226,9357.0,4
1227,9090.0,4
1228,10568.0,4
1229,9636.0,4
1230,9167.0,4
1231,8756.0,4
1232,9015.0,4
1233,9988.0,4
1234,8656.0,4
1235,10355.0,4
1236,9569.0,4
1237,8961.0,4
1238,9041.0,4
1239,9282.0,4
1240,9464.0,4
1241,8848.0,4
1242,10589.0,4
1243,9555.0,4
1244,8972.0,4
1245,10135.0,4
1246,10243.0,4
1247,10006.0,4
1248,8439.0,4
1249,10925.0,4
1250,10982.0,4
1251,8381.0,4
1252,10209.0,4
1253,9457.0,4
1254,9207.0,4
1255,9739.0,4
1256,9177.0,4
1257,10057.0,4
1258,10741.0,4
1259,8946.0,4
1260,9776.0,4
1261,9478.0,4
1262,10224.0,4
1263,8527.0,4
1264,10561.0,4
1265,9599.0,4
1266,9494.0,4
1267,9112.0,4
1268,8882.0,4
1269,8877.0,4
1270,8347.0,4
1271,9195.0,4
1272,8814.0,4
1273,10555.0,4
1274,10620.0,4
1275,9991.0,4
1276,8812.0,4
1277,8678.0,4
1278,10153.0,4
1279,8725.0,4
1280,9276.0,4
1281,9532.0,4
1282,9033.0,4
1283,8880.0,4
1284,9138.0,4
1285,9188.0,4
1286,9353.0,4
1287,9214.0,4
1288,9995.0,4
1289,10379.0,4
1290,8485.0,4
1291,9430.0,4
1292,9200.0,4
1293,8626.0,4
1294,10134.0,4
1295,8879.0,4
1296,9687.0,4
1297,9103.0,4
1298,10709.0,4
1299,8687.0,4
1300,10080.0,4
1301,9013.0,4
1302,8495.0,4
1303,10968.0,4
1304,10894.0,4
1305,9983.0,4
1306,9168.0,4
1307,8460.0,4
1308,8636.0,4
1309,9241.0,4
1310,9881.0,4
1311,9689.0,4
1312,8803.0,4
1313,10127.0,4
1314,10759.0,4
1315,8647.0,4
1316,9940.0,4
1317,9673.0,4
1318,8420.0,4
1319,8457.0,4
1320,10699.0,4
1321,8406.0,4
1322,10047.0,4
1323,8970.0,4
1324,9003.0,4
1325,9639.0,4
1326,10220.0,4
1327,9967.0,4
1328,9921.0,4
1329,8733.0,4
1330,8988.0,4
1331,9719.0,4
1332,8821.0,4
1333,9523.0,4
1334,8928.0,4
1335,8815.0,4
1336,10335.0,4
1337,9182.0,4
1338,10882.0,4
1339,8893.0,4
1340,10500.0,4
1341,8497.0,4
1342,10726.0,4
1343,9068.0,4
1344,10599.0,4
1345,9660.0,4
1346,9590.0,4
1347,8683.0,4
1348,8619.0,4
1349,9885.0,4
1350,10451.0,4
1351,9972.0,4
1352,8498.0,4
1353,8940.0,4
1354,9817.0,4
1355,9868.0,4
1356,10588.0,4
1357,9165.0,4
1358,8866.0,4
1359,10777.0,4
1360,8997.0,4
1361,8817.0,4
1362,10249.0,4
1363,10318.0,4
1364,8757.0,4
1365,8834.0,4
1366,8868.0,4
1367,9764.0,4
1368,8855.0,4
1369,9713.0,4
1370,8658.0,4
1371,10238.0,4
1372,9965.0,4
1373,9810.0,4
1374,9521.0,4
1375,9632.0,4
1376,8699.0,4
1377,9019.0,4
1378,9809.0,4
1379,10941.0,4
1380,9936.0,4
1381,9197.0,4
1382,9618.0,4
1383,9746.0,4
1384,9595.0,4
1385,8483.0,4
1386,10499.0,4
1387,8482.0,4
1388,8903.0,4
1389,8655.0,4
1390,9131.0,4
1391,8950.0,4
1392,9072.0,4
1393,9860.0,4
1394,9020.0,4
1395,8982.0,4
1396,8474.0,4
1397,,4
1398,8832.0,4
1399,9774.0,4
1400,9648.0,4
1401,10839.0,4
1402,8835.0,4
1403,9035.0,4
1404,10373.0,4
1405,9641.0,4
1406,9185.0,4
1407,9255.0,4
1408,10183.0,4
1409,10846.0,4
1410,9663.0,4
1411,9284.0,4
1412,9058.0,4
1413,8400.0,4
1414,8912.0,4
1415,10903.0,4
1416,11035.0,4
1417,9899.0,4
1418,10652.0,4
1419,8937.0,4
1420,10981.0,4
1421,9439.0,4
1422,9403.0,4
1423,8426.0,4
1424,9946.0,4
1425,10829.0,4
1426,9823.0,4
1427,9007.0,4
1428,,4
1429,9249.0,4
1430,,4
1431,,4
1432,10933.0,4
1433,9539.0,4
1434,10055.0,4
1435,10165.0,4
1436,9151.0,4
1437,8684.0,4
1438,9890.0,4
1439,9709.0,4
1440,10090.0,4
1441,10089.0,4
1442,10117.0,4
1443,,4
1444,9016.0,4
1445,9749.0,4
1446,8910.0,4
1447,10958.0,4
1448,10439.0,4
1449,9492.0,4
1450,9113.0,4
1451,9131.0,5
1452,9092.0,5
1453,9503.0,5
1454,8444.0,5
1455,9504.0,5
1456,9493.0,5
1457,9477.0,5
1458,9220.0,5
1459,8848.0,5
1460,10601.0,5
1461,10568.0,5
1462,10355.0,5
1463,9430.0,5
1464,9629.0,5
1465,10221.0,5
1466,10880.0,5
1467,9538.0,5
1468,8705.0,5
1469,8943.0,5
1470,9703.0,5
1471,9200.0,5
1472,8626.0,5
1473,10160.0,5
1474,10134.0,5
1475,9811.0,5
1476,8879.0,5
1477,8810.0,5
1478,9601.0,5
1479,8754.0,5
1480,8420.0,5
1481,9494.0,5
1482,9041.0,5
1483,10057.0,5
1484,10285.0,5
1485,9218.0,5
1486,9833.0,5
1487,9983.0,5
1488,9878.0,5
1489,10481.0,5
1490,,5
1491,9572.0,5
1492,8973.0,5
1493,9497.0,5
1494,9600.0,5
1495,10013.0,5
1496,10139.0,5
1497,8819.0,5
1498,9763.0,5
1499,8654.0,5
1500,8903.0,5
1501,8672.0,5
1502,9632.0,5
1503,9359.0,5
1504,10875.0,5
1505,8964.0,5
1506,9575.0,5
