,target,Herb
48068,10402.0,355
48069,9848.0,355
48070,9318.0,355
48071,10553.0,355
48072,8489.0,355
48073,10096.0,355
48074,11025.0,355
48075,10508.0,355
48076,9063.0,355
48077,10300.0,355
48078,8900.0,355
48079,8834.0,355
48080,8868.0,355
48081,8855.0,355
48082,9713.0,355
48083,8658.0,355
48084,10238.0,355
48085,9965.0,355
48086,9168.0,355
48087,9521.0,355
48088,9632.0,355
48089,10941.0,355
48090,9936.0,355
48091,9197.0,355
48092,8483.0,355
48093,10499.0,355
48094,8482.0,355
48095,8903.0,355
48096,8655.0,355
48097,9709.0,355
48098,10090.0,355
48099,10089.0,355
48100,,355
48101,10117.0,355
48102,,355
48103,9016.0,355
48104,9823.0,355
48105,8910.0,355
48106,10958.0,355
48107,10439.0,355
48108,10851.0,355
48109,9340.0,355
48110,8911.0,355
48111,9250.0,355
48112,9410.0,355
48113,9218.0,355
48114,10015.0,355
48115,9576.0,355
48116,8697.0,355
48117,8470.0,355
48118,8698.0,355
48119,8411.0,355
48120,8371.0,355
48121,10603.0,355
48122,10032.0,355
48123,8802.0,355
48124,10881.0,355
48125,8892.0,355
48126,10642.0,355
48127,9745.0,355
48128,9469.0,355
48129,8573.0,355
48130,9933.0,355
48131,8890.0,355
48132,9030.0,355
48133,10509.0,355
48134,9094.0,355
48135,10525.0,355
48136,9013.0,355
48137,9550.0,355
48138,10225.0,355
48139,8793.0,355
48140,9382.0,355
48141,10280.0,355
48142,8533.0,355
48143,8418.0,355
48144,10106.0,355
48145,9467.0,355
48146,9313.0,355
48147,10152.0,355
48148,10126.0,355
48149,10066.0,355
48150,10043.0,355
48151,9698.0,355
48152,9946.0,355
48153,9298.0,355
48154,11007.0,355
48155,8574.0,355
48156,10319.0,355
48157,9941.0,355
48158,10108.0,355
48159,10735.0,355
48160,9721.0,355
48161,,355
48162,8844.0,355
48163,9163.0,355
48164,10510.0,355
48165,10960.0,355
48166,10630.0,355
48167,10435.0,355
48168,8735.0,355
48169,10813.0,355
48170,9072.0,355
48171,,355
48172,9104.0,355
48173,8590.0,355
48174,8874.0,355
48175,10961.0,355
48176,9866.0,355
48177,9562.0,355
48178,10605.0,355
48179,9083.0,355
48180,9800.0,355
48181,10044.0,355
48182,8889.0,355
48183,9230.0,355
48184,10397.0,355
48185,11016.0,355
48186,9875.0,355
48187,9003.0,355
48188,8921.0,355
48189,9862.0,355
48190,10308.0,355
48191,8711.0,355
48192,9466.0,355
48193,9303.0,355
48194,10257.0,355
48195,,355
48196,9588.0,355
48197,10215.0,355
48198,10231.0,355
48199,10123.0,355
48200,10086.0,355
48201,9958.0,355
48202,8377.0,355
48203,9151.0,355
48204,9640.0,355
48205,10777.0,355
48206,9450.0,355
48207,8969.0,355
48208,10227.0,355
48209,9597.0,355
48210,8436.0,355
48211,9930.0,355
48212,8845.0,355
48213,9031.0,355
48214,,355
48215,10100.0,355
48216,10748.0,355
48217,9144.0,355
48218,8886.0,355
48219,9239.0,355
48220,10306.0,355
48221,10728.0,355
48222,10909.0,355
48223,9174.0,355
48224,10255.0,355
48225,9648.0,355
48226,10156.0,355
48227,9507.0,355
48228,10014.0,355
48229,9828.0,355
48230,,355
48231,10902.0,355
48232,8587.0,355
48233,10732.0,355
48234,10731.0,355
48235,10456.0,355
48236,9145.0,355
48237,,355
48238,9438.0,355
48239,9423.0,355
48240,10831.0,355
48241,10560.0,355
48242,9526.0,355
48243,11036.0,355
48244,,355
48245,8432.0,355
48246,11020.0,355
48247,9328.0,355
48248,9696.0,355
48249,11011.0,355
48250,9919.0,355
48251,,355
48252,,355
48253,8815.0,355
48254,10984.0,355
48255,9048.0,355
48256,9006.0,355
48257,10191.0,355
48258,9765.0,355
48259,10033.0,355
48260,9284.0,355
48261,8952.0,355
48262,9524.0,355
48263,10388.0,355
48264,9002.0,355
48265,8357.0,355
48266,10041.0,355
48267,,355
48268,10912.0,355
48269,10923.0,355
48270,,355
48271,10177.0,355
48272,10128.0,355
48273,9674.0,355
48274,10099.0,355
48275,9200.0,355
48276,8626.0,355
48277,10134.0,355
48278,9811.0,355
48279,8879.0,355
48280,9194.0,355
48281,10063.0,355
48282,8383.0,355
48283,10230.0,355
48284,10646.0,355
48285,9583.0,355
48286,9244.0,355
48287,10080.0,355
48288,9430.0,355
48289,10137.0,355
48290,10822.0,355
48291,9178.0,355
48292,8595.0,355
48293,9967.0,355
48294,,355
48295,,355
48296,8619.0,355
48297,9817.0,355
48298,10588.0,355
48299,10792.0,355
48300,8492.0,355
48301,9782.0,355
48302,9519.0,355
48303,10839.0,355
48304,10946.0,355
48305,10198.0,355
48306,10414.0,355
48307,8469.0,355
48308,,355
48309,,355
48310,10936.0,355
48311,9138.0,355
48312,10528.0,355
48313,8861.0,355
48314,9399.0,355
48315,10200.0,355
48316,9684.0,355
48317,9981.0,355
48318,10332.0,355
48319,10563.0,355
48320,10267.0,355
48321,8979.0,355
48322,8467.0,355
48323,9717.0,355
48324,9184.0,355
48325,9806.0,355
48326,8733.0,355
48327,8837.0,355
48328,8822.0,355
48329,9356.0,355
48330,9451.0,355
48331,9789.0,355
48332,11004.0,355
48333,8581.0,355
48334,8412.0,355
48335,9326.0,355
48336,8728.0,355
48337,8983.0,355
48338,9754.0,355
48339,9515.0,355
48340,9191.0,355
48341,8999.0,355
48342,9344.0,355
48343,9052.0,355
48344,10146.0,355
48345,9904.0,355
48346,9153.0,355
48347,10004.0,355
48348,9215.0,355
48349,8378.0,355
48350,8939.0,355
48351,9752.0,355
48352,8924.0,355
48353,8734.0,355
48354,9393.0,355
48355,8524.0,355
48356,9240.0,355
48357,9073.0,355
48358,10618.0,355
48359,9062.0,355
48360,10159.0,355
48361,8446.0,355
48362,10442.0,355
48363,9669.0,355
48364,8721.0,355
48365,9898.0,355
48366,9095.0,355
48367,10804.0,355
48368,9126.0,355
48369,10362.0,355
48370,9665.0,355
48371,8473.0,355
48372,10195.0,355
48373,8806.0,355
48374,8367.0,355
48375,10597.0,355
48376,10940.0,355
48377,10256.0,355
48378,9978.0,355
48379,10183.0,355
48380,10720.0,355
48381,9099.0,355
48382,,355
48383,10615.0,355
48384,8799.0,355
48385,9196.0,355
48386,8374.0,355
48387,9626.0,355
48388,10095.0,355
48389,9452.0,355
48390,9361.0,355
48391,8884.0,355
48392,9989.0,355
48393,10085.0,355
48394,8545.0,355
48395,10696.0,355
48396,,355
48397,8494.0,355
48398,9977.0,355
48399,8429.0,355
48400,9181.0,355
48401,9147.0,355
48402,10864.0,355
48403,8354.0,355
48404,8813.0,355
48405,9680.0,355
48406,8399.0,355
48407,8495.0,355
48408,10968.0,355
48409,10894.0,355
48410,9983.0,355
48411,8460.0,355
48412,8636.0,355
48413,9241.0,355
48414,9689.0,355
48415,8803.0,355
48416,10127.0,355
48417,9673.0,355
48418,8457.0,355
48419,8406.0,355
48420,10047.0,355
48421,10220.0,355
48422,9921.0,355
48423,8988.0,355
48424,9719.0,355
48425,8821.0,355
48426,9523.0,355
48427,10708.0,355
48428,9234.0,355
48429,10580.0,355
48430,10854.0,355
48431,8434.0,355
48432,10188.0,355
48433,10493.0,355
48434,10158.0,355
48435,9446.0,355
48436,9644.0,355
48437,8986.0,355
48438,10346.0,355
48439,9461.0,355
48440,9171.0,355
48441,8666.0,355
48442,9807.0,355
48443,8633.0,355
48444,10929.0,355
48445,8989.0,355
48446,8974.0,355
48447,9058.0,355
48448,9120.0,355
48449,10826.0,355
48450,9571.0,355
48451,8400.0,355
48452,10624.0,355
48453,9837.0,355
48454,10433.0,355
48455,8363.0,355
48456,9128.0,355
48457,9026.0,355
48458,9314.0,355
48459,10668.0,355
48460,8476.0,355
48461,9114.0,355
48462,9246.0,355
48463,9258.0,355
48464,10945.0,355
48465,9670.0,355
48466,10103.0,355
48467,9378.0,355
48468,9424.0,355
48469,8766.0,355
48470,10124.0,355
48471,8739.0,355
48472,9222.0,355
48473,9723.0,355
48474,9975.0,355
48475,8395.0,355
48476,9077.0,355
48477,10512.0,355
48478,8764.0,355
48479,9498.0,355
48480,,355
48481,10601.0,355
48482,10226.0,355
48483,,355
48484,9259.0,355
48485,10861.0,355
48486,9022.0,355
48487,9053.0,355
48488,9955.0,355
48489,8727.0,355
48490,10836.0,355
48491,9042.0,355
48492,9678.0,355
48493,9065.0,355
48494,8724.0,355
48495,8364.0,355
48496,10131.0,355
48497,10552.0,355
48498,9572.0,355
48499,10556.0,355
48500,8824.0,355
48501,10190.0,355
48502,8652.0,355
48503,9447.0,355
48504,8373.0,355
48505,9868.0,355
48506,9376.0,355
48507,9882.0,355
48508,9346.0,355
48509,10594.0,355
48510,8867.0,355
48511,8695.0,355
48512,10976.0,355
48513,9332.0,355
48514,8665.0,355
48515,9297.0,355
48516,10816.0,355
48517,10490.0,355
48518,9359.0,355
48519,10203.0,355
48520,10189.0,355
48521,9295.0,355
48522,9260.0,355
48523,8386.0,355
48524,8428.0,355
48525,8603.0,355
48526,9579.0,355
48527,10985.0,355
48528,9650.0,355
48529,9211.0,355
48530,9010.0,355
48531,9140.0,355
48532,9116.0,355
48533,10020.0,355
48534,9434.0,355
48535,8852.0,355
48536,9081.0,355
48537,8659.0,355
48538,10024.0,355
48539,9190.0,355
48540,10738.0,355
48541,10210.0,355
48542,9514.0,355
48543,9703.0,355
48544,10477.0,355
48545,8643.0,355
48546,9567.0,355
48547,9735.0,355
48548,9506.0,355
48549,9449.0,355
48550,8531.0,355
48551,8452.0,355
48552,10880.0,355
48553,9277.0,355
48554,8942.0,355
48555,8929.0,355
48556,9860.0,355
48557,8684.0,355
48558,9617.0,355
48559,10971.0,355
48560,10819.0,355
48561,10082.0,355
48562,10290.0,355
48563,10644.0,355
48564,8775.0,355
48565,,355
48566,10068.0,355
48567,8416.0,355
48568,10783.0,355
48569,9097.0,355
48570,9688.0,355
48571,10584.0,355
48572,10330.0,355
48573,8668.0,355
48574,10474.0,355
48575,11019.0,355
48576,9101.0,355
48577,10709.0,355
48578,10045.0,355
48579,9046.0,355
48580,11026.0,355
48581,10192.0,355
48582,9731.0,355
48583,9254.0,355
48584,10957.0,355
48585,10788.0,355
48586,9093.0,355
48587,8629.0,355
48588,8380.0,355
48589,9127.0,355
48590,9183.0,355
48591,10115.0,355
48592,10087.0,355
48593,10691.0,355
48594,10052.0,355
48595,10240.0,355
48596,8464.0,355
48597,8991.0,355
48598,10632.0,355
48599,8453.0,355
48600,10240.0,355
48601,9814.0,355
48602,9863.0,355
48603,9214.0,355
48604,8522.0,355
48605,,355
48606,8516.0,355
48607,10077.0,355
48608,8554.0,355
48609,10784.0,355
48610,9528.0,355
48611,10724.0,355
48612,9987.0,355
48613,9856.0,355
48614,9148.0,355
48615,9743.0,355
48616,9549.0,355
48617,8723.0,355
48618,9699.0,355
48619,10796.0,355
48620,9154.0,355
48621,10833.0,355
48622,9377.0,355
48623,8672.0,355
48624,10150.0,355
48625,9767.0,355
48626,9433.0,355
48627,8553.0,355
48628,9418.0,355
48629,9638.0,355
48630,10039.0,355
48631,8503.0,355
48632,8368.0,355
48633,10549.0,355
48634,10886.0,355
48635,9216.0,355
48636,,355
48637,9286.0,355
48638,10687.0,355
48639,8600.0,355
48640,9986.0,355
48641,9110.0,355
48642,8572.0,355
48643,8454.0,355
48644,10222.0,355
48645,9539.0,355
48646,8951.0,355
48647,8404.0,355
48648,10253.0,355
48649,9957.0,355
48650,9335.0,355
48651,8621.0,355
48652,10390.0,355
48653,8828.0,355
48654,10810.0,355
48655,8479.0,355
48656,9994.0,355
48657,10364.0,355
48658,8559.0,355
48659,9338.0,355
48660,9505.0,355
48661,9804.0,355
48662,10951.0,355
48663,8691.0,355
48664,9766.0,355
48665,8466.0,355
48666,9266.0,355
48667,8478.0,355
48668,9865.0,355
48669,8860.0,355
48670,10776.0,355
48671,10607.0,355
48672,10859.0,355
48673,8859.0,355
48674,10659.0,355
48675,9309.0,355
48676,10119.0,355
48677,10543.0,355
48678,9232.0,355
48679,10763.0,355
48680,,355
48681,10053.0,355
48682,9499.0,355
48683,,355
48684,8360.0,355
48685,,355
48686,9329.0,355
48687,9106.0,355
48688,10576.0,355
48689,8496.0,355
48690,8706.0,355
48691,8686.0,355
48692,9522.0,355
48693,10207.0,355
48694,9468.0,355
48695,8667.0,355
48696,9614.0,355
48697,9616.0,355
48698,9508.0,355
48699,8841.0,355
48700,10650.0,355
48701,9317.0,355
48702,9671.0,355
48703,8615.0,355
48704,9612.0,355
48705,9547.0,355
48706,9330.0,355
48707,9428.0,355
48708,9906.0,355
48709,9785.0,355
48710,9726.0,355
48711,9820.0,355
48712,10521.0,355
48713,9495.0,355
48714,10324.0,355
48715,9607.0,355
48716,8509.0,355
48717,9652.0,355
48718,11027.0,355
48719,,355
48720,8809.0,355
48721,10514.0,355
48722,9263.0,355
48723,8648.0,355
48724,10285.0,355
48725,9763.0,355
48726,9738.0,355
48727,,355
48728,,355
48729,8878.0,355
48730,10174.0,355
48731,10262.0,355
48732,9109.0,355
48733,9661.0,355
48734,8959.0,355
48735,8835.0,355
48736,9035.0,355
48737,10373.0,355
48738,9641.0,355
48739,9255.0,355
48740,9294.0,355
48741,10157.0,355
48742,8944.0,355
48743,9695.0,355
48744,8938.0,355
48745,10904.0,355
48746,10288.0,355
48747,9742.0,355
48748,8670.0,355
48749,8671.0,355
48750,8805.0,355
48751,8424.0,355
48752,10093.0,355
48753,9667.0,355
48754,9536.0,355
48755,9096.0,355
48756,8493.0,355
48757,10554.0,355
48758,8901.0,355
48759,9900.0,355
48760,10179.0,355
48761,9462.0,355
48762,8898.0,355
48763,9442.0,355
48764,10746.0,355
48765,8897.0,355
48766,8744.0,355
48767,8450.0,355
48768,9159.0,355
48769,10317.0,355
48770,9033.0,355
48771,9279.0,355
48772,9582.0,355
48773,,355
48774,9929.0,355
48775,9736.0,355
48776,9296.0,355
48777,8653.0,355
48778,8542.0,355
48779,8461.0,355
48780,9481.0,355
48781,9956.0,355
48782,9993.0,355
48783,10055.0,355
48784,10165.0,355
48785,9068.0,355
48786,9228.0,355
48787,9210.0,355
48788,9444.0,355
48789,9824.0,355
48790,10762.0,355
48791,9405.0,355
48792,10901.0,355
48793,10196.0,355
48794,10647.0,355
48795,9853.0,355
48796,9320.0,355
48797,9546.0,355
48798,11013.0,355
48799,,355
48800,8365.0,355
48801,9360.0,355
48802,10523.0,355
48803,9236.0,355
48804,10717.0,355
48805,10896.0,355
48806,10249.0,355
48807,9488.0,355
48808,9845.0,355
48809,8880.0,355
48810,9188.0,355
48811,9995.0,355
48812,10379.0,355
48813,8871.0,355
48814,10730.0,355
48815,8449.0,355
48816,9950.0,355
48817,8906.0,355
48818,10579.0,355
48819,8688.0,355
48820,9574.0,355
48821,10519.0,355
48822,9274.0,355
48823,9229.0,355
48824,9573.0,355
48825,8649.0,355
48826,9007.0,355
48827,9054.0,355
48828,10400.0,355
48829,9972.0,355
48830,8714.0,355
48831,9411.0,355
48832,10700.0,355
48833,8539.0,355
48834,10116.0,355
48835,10794.0,355
48836,10005.0,355
48837,9959.0,355
48838,8414.0,355
48839,10287.0,355
48840,9999.0,355
48841,10736.0,355
48842,8472.0,355
48843,10977.0,355
48844,8485.0,355
48845,8435.0,355
48846,9070.0,355
48847,,355
48848,10621.0,355
48849,8415.0,355
48850,9223.0,355
48851,10187.0,355
48852,10992.0,355
48853,8920.0,355
48854,8568.0,355
48855,9134.0,355
48856,10468.0,355
48857,8987.0,355
48858,9687.0,355
48859,9542.0,355
48860,9285.0,355
48861,8945.0,355
48862,10959.0,355
48863,11034.0,355
48864,10972.0,355
48865,8580.0,355
48866,10109.0,355
48867,10954.0,355
48868,10888.0,355
48869,9161.0,355
48870,9189.0,355
48871,9855.0,355
48872,9429.0,355
48873,9893.0,355
48874,8517.0,355
48875,10275.0,355
48876,8607.0,355
48877,11029.0,355
48878,8421.0,355
48879,9275.0,355
48880,10235.0,355
48881,8934.0,355
48882,10007.0,355
48883,8780.0,355
48884,10167.0,355
48885,10206.0,355
48886,8718.0,355
48887,9773.0,355
48888,8499.0,355
48889,10733.0,355
48890,9394.0,355
48891,10634.0,355
48892,9157.0,355
48893,8854.0,355
48894,10997.0,356
48895,9489.0,356
48896,9503.0,356
48897,8705.0,356
48898,9497.0,356
48899,10016.0,356
48900,9636.0,356
48901,9392.0,356
48902,8708.0,356
48903,9544.0,356
48904,8903.0,356
48905,9029.0,356
48906,10064.0,356
48907,9182.0,356
48908,9282.0,356
48909,9707.0,356
48910,9987.0,356
48911,9971.0,356
48912,9601.0,356
48913,9925.0,356
48914,9415.0,356
48915,9678.0,356
48916,9039.0,356
48917,9270.0,356
48918,10956.0,356
48919,8816.0,356
48920,8709.0,356
48921,9276.0,356
48922,8819.0,356
48923,8902.0,356
48924,8781.0,356
48925,8874.0,356
48926,9819.0,356
48927,8789.0,356
48928,9168.0,356
48929,9092.0,356
48930,8754.0,356
48931,8934.0,356
48932,9300.0,356
48933,8976.0,356
48934,8766.0,356
48935,8673.0,356
48936,8710.0,356
48937,9110.0,356
48938,9135.0,356
48939,10011.0,356
48940,8818.0,356
48941,9146.0,356
48942,9119.0,356
48943,9138.0,356
48944,8928.0,356
48945,9803.0,356
48946,10160.0,356
48947,10010.0,356
48948,9663.0,356
48949,9330.0,356
48950,9023.0,356
48951,9922.0,356
48952,9428.0,356
48953,9331.0,356
48954,9690.0,356
48955,9556.0,356
48956,9414.0,356
48957,9355.0,356
48958,9321.0,356
48959,9985.0,356
48960,10793.0,356
48961,9371.0,356
48962,9406.0,356
48963,9043.0,356
48964,9757.0,356
48965,10012.0,356
48966,9569.0,356
48967,9894.0,356
48968,9512.0,356
48969,8893.0,356
48970,9204.0,356
48971,10196.0,356
48972,9494.0,356
48973,8747.0,356
48974,9347.0,356
48975,9839.0,356
48976,9906.0,356
48977,8557.0,356
48978,9284.0,356
48979,9301.0,356
48980,8966.0,356
48981,10985.0,356
48982,10013.0,356
48983,9220.0,356
48984,8972.0,356
48985,9455.0,356
48986,9903.0,356
48987,9551.0,356
48988,10058.0,356
48989,8660.0,356
48990,9648.0,356
48991,8968.0,356
48992,9134.0,356
48993,9359.0,356
48994,8362.0,356
48995,8654.0,356
48996,,356
48997,9051.0,356
48998,9716.0,356
48999,8908.0,356
49000,10069.0,356
49001,8900.0,356
49002,8995.0,356
49003,9348.0,356
49004,8778.0,356
49005,9235.0,356
49006,10473.0,356
49007,11012.0,356
49008,8678.0,356
49009,8649.0,356
49010,8568.0,356
49011,9118.0,356
49012,8943.0,356
49013,9803.0,357
49014,8976.0,357
49015,10010.0,357
49016,9601.0,357
49017,8997.0,357
49018,9784.0,357
49019,10160.0,357
49020,8681.0,357
49021,9155.0,357
49022,8817.0,357
49023,10214.0,357
49024,9118.0,357
49025,10997.0,357
49026,9489.0,357
49027,9503.0,357
49028,8705.0,357
49029,9497.0,357
49030,10016.0,357
49031,9415.0,357
49032,9678.0,357
49033,9039.0,357
49034,9270.0,357
49035,10956.0,357
49036,8816.0,357
49037,8709.0,357
49038,9276.0,357
49039,8819.0,357
49040,8649.0,357
49041,8568.0,357
49042,9551.0,357
49043,9690.0,357
49044,9803.0,358
49045,8976.0,358
49046,10010.0,358
49047,9601.0,358
49048,8997.0,358
49049,9784.0,358
49050,10160.0,358
49051,8681.0,358
49052,9155.0,358
49053,8817.0,358
49054,10214.0,358
49055,9118.0,358
49056,10997.0,358
49057,9489.0,358
49058,9503.0,358
49059,8705.0,358
49060,9497.0,358
49061,10016.0,358
49062,9415.0,358
49063,9678.0,358
49064,9039.0,358
49065,9270.0,358
49066,10956.0,358
49067,8816.0,358
49068,8709.0,358
49069,9276.0,358
49070,8819.0,358
49071,8649.0,358
49072,8568.0,358
49073,9551.0,358
49074,9690.0,358
49075,10335.0,359
49076,9182.0,359
49077,8838.0,359
49078,10882.0,359
49079,9392.0,359
49080,8893.0,359
49081,10500.0,359
49082,9601.0,359
49083,9430.0,359
49084,10012.0,359
49085,8949.0,359
49086,10528.0,359
49087,8861.0,359
49088,9399.0,359
49089,10829.0,359
49090,10561.0,359
49091,10209.0,359
49092,10200.0,359
49093,9581.0,359
49094,8519.0,359
49095,9684.0,359
49096,9371.0,359
49097,8759.0,359
49098,9981.0,359
49099,10332.0,359
49100,9068.0,359
49101,9355.0,359
49102,9600.0,359
49103,10057.0,359
49104,10997.0,359
49105,9489.0,359
49106,10520.0,359
49107,10246.0,359
49108,9503.0,359
49109,9497.0,359
49110,9369.0,359
49111,9253.0,359
49112,10300.0,359
49113,9220.0,359
49114,8920.0,359
49115,8705.0,359
49116,8818.0,359
49117,10013.0,360
49118,8701.0,360
49119,8770.0,360
49120,10520.0,360
49121,10246.0,360
49122,9503.0,360
49123,9497.0,360
49124,9369.0,360
49125,9253.0,360
49126,10300.0,360
49127,10099.0,360
49128,8757.0,360
49129,8834.0,360
49130,8868.0,360
49131,9001.0,360
49132,9764.0,360
49133,8702.0,360
49134,8855.0,360
49135,9713.0,360
49136,8658.0,360
49137,10238.0,360
49138,9310.0,360
49139,9965.0,360
49140,9810.0,360
49141,9168.0,360
49142,9521.0,360
49143,8731.0,360
49144,9632.0,360
49145,9368.0,360
49146,8699.0,360
49147,8810.0,360
49148,8778.0,360
49149,9019.0,360
49150,9809.0,360
49151,10941.0,360
49152,8817.0,360
49153,9936.0,360
49154,8807.0,360
49155,9551.0,360
49156,9197.0,360
49157,9618.0,360
49158,9746.0,360
49159,9595.0,360
49160,8483.0,360
49161,10499.0,360
49162,8482.0,360
49163,8903.0,360
49164,8976.0,360
49165,8655.0,360
49166,9282.0,360
49167,9067.0,360
49168,8913.0,360
49169,8869.0,360
49170,8442.0,360
49171,10563.0,360
49172,8811.0,360
49173,9455.0,360
49174,9371.0,360
49175,9392.0,360
49176,9601.0,360
49177,8747.0,360
49178,8799.0,360
49179,10245.0,360
49180,9316.0,360
49181,8802.0,360
49182,9811.0,360
49183,10507.0,360
49184,8916.0,360
49185,10168.0,360
49186,10444.0,360
49187,8674.0,360
49188,9529.0,360
49189,9119.0,360
49190,9600.0,360
49191,8922.0,360
49192,9707.0,360
49193,10643.0,360
49194,9575.0,360
49195,8982.0,360
49196,10226.0,360
49197,,360
49198,10363.0,360
49199,9259.0,360
49200,8937.0,360
49201,8848.0,360
49202,9834.0,360
49203,9489.0,360
49204,10633.0,360
49205,10057.0,360
49206,9971.0,360
49207,9267.0,360
49208,8485.0,360
49209,8705.0,360
49210,9281.0,360
49211,9833.0,360
49212,8525.0,360
49213,10339.0,360
49214,8709.0,360
49215,8614.0,360
49216,9864.0,360
49217,10277.0,360
49218,9954.0,360
49219,9091.0,360
49220,8758.0,360
49221,9709.0,360
49222,8651.0,360
49223,9088.0,360
49224,9331.0,360
49225,9225.0,360
49226,8766.0,360
49227,8816.0,360
49228,9136.0,360
49229,8950.0,360
49230,9085.0,360
49231,9276.0,360
49232,8849.0,360
49233,8661.0,360
49234,8660.0,360
49235,9983.0,360
49236,8972.0,360
49237,8713.0,360
49238,9907.0,360
49239,10335.0,360
49240,9182.0,360
49241,8838.0,360
49242,10882.0,360
49243,8893.0,360
49244,10500.0,360
49245,8902.0,360
49246,8781.0,360
49247,8874.0,360
49248,9819.0,360
49249,8789.0,360
49250,9092.0,360
49251,8754.0,360
49252,8934.0,360
49253,9300.0,360
49254,8673.0,360
49255,8710.0,360
49256,9110.0,360
49257,9135.0,360
49258,10011.0,360
49259,8818.0,360
49260,9146.0,360
49261,9138.0,360
49262,8928.0,360
49263,9803.0,360
49264,10160.0,360
49265,10010.0,360
49266,9663.0,360
49267,9330.0,360
49268,9023.0,360
49269,9922.0,360
49270,9428.0,360
49271,9690.0,360
49272,9556.0,360
49273,9414.0,360
49274,8819.0,360
49275,9355.0,360
49276,9321.0,360
49277,9985.0,360
49278,9415.0,360
49279,10793.0,360
49280,9406.0,360
49281,9043.0,360
49282,9757.0,360
49283,10012.0,360
49284,9569.0,360
49285,9894.0,360
49286,9512.0,360
49287,9204.0,360
49288,10196.0,360
49289,9494.0,360
49290,9347.0,360
49291,9839.0,360
49292,9906.0,360
49293,8557.0,360
49294,9284.0,360
49295,9301.0,360
49296,8966.0,360
49297,10985.0,360
49298,9220.0,360
49299,9903.0,360
49300,10058.0,360
49301,9020.0,360
49302,9900.0,360
49303,9230.0,360
49304,8832.0,360
49305,9955.0,360
49306,9536.0,360
49307,10214.0,360
49308,10179.0,360
49309,9462.0,360
49310,8929.0,360
49311,,360
49312,8968.0,360
49313,9131.0,360
49314,8785.0,360
49315,8823.0,360
49316,9072.0,360
49317,9860.0,360
49318,9011.0,360
49319,8943.0,360
49320,9478.0,360
49321,8917.0,360
49322,8474.0,360
49323,8362.0,360
49324,9774.0,360
49325,8875.0,360
49326,8981.0,360
49327,10908.0,360
49328,8640.0,360
49329,8836.0,360
49330,8679.0,360
49331,9179.0,360
49332,10626.0,360
49333,9012.0,360
49334,8654.0,360
49335,9594.0,360
49336,8708.0,360
49337,8932.0,360
49338,9925.0,360
49339,10956.0,360
49340,8973.0,360
49341,9066.0,360
49342,10739.0,360
49343,8430.0,360
49344,8993.0,360
49345,9089.0,360
49346,8829.0,360
49347,9662.0,360
49348,9708.0,360
49349,9605.0,360
49350,8716.0,360
49351,8955.0,360
49352,8393.0,360
49353,9051.0,360
49354,9141.0,360
49355,10823.0,360
49356,9155.0,360
49357,9932.0,360
49358,10132.0,360
49359,9272.0,360
49360,9221.0,360
49361,8740.0,360
49362,8681.0,360
49363,9032.0,360
49364,8977.0,360
49365,10120.0,360
49366,9964.0,360
49367,8863.0,360
49368,9421.0,360
49369,8949.0,360
49370,9784.0,360
49371,9208.0,360
49372,8759.0,360
49373,8995.0,360
49374,8784.0,360
49375,9384.0,360
49376,8941.0,360
49377,8519.0,360
49378,9118.0,360
49379,9025.0,360
49380,9808.0,360
49381,9762.0,360
49382,10639.0,360
49383,10782.0,360
49384,8391.0,360
49385,9516.0,360
49386,9712.0,360
49387,9186.0,360
49388,8682.0,360
49389,8616.0,360
49390,10333.0,360
49391,9000.0,360
49392,10279.0,360
49393,8344.0,360
49394,,360
49395,8978.0,360
49396,9357.0,360
49397,9090.0,360
49398,10568.0,360
49399,9636.0,360
49400,9167.0,360
49401,8756.0,360
49402,9015.0,360
49403,9988.0,360
49404,8530.0,360
49405,8656.0,360
49406,10355.0,360
49407,8961.0,360
49408,9041.0,360
49409,9464.0,360
49410,10589.0,360
49411,9555.0,360
49412,10135.0,360
49413,10243.0,360
49414,10006.0,360
49415,8439.0,360
49416,10925.0,360
49417,10982.0,360
49418,8381.0,360
49419,10209.0,360
49420,9457.0,360
49421,9207.0,360
49422,9739.0,360
49423,9177.0,360
49424,10741.0,360
49425,8946.0,360
49426,9776.0,360
49427,10224.0,360
49428,10221.0,360
49429,8527.0,360
49430,10561.0,360
49431,9599.0,360
49432,8408.0,360
49433,9112.0,360
49434,8882.0,360
49435,8877.0,360
49436,8347.0,360
49437,9195.0,360
49438,8814.0,360
49439,10555.0,360
49440,10620.0,360
49441,9991.0,360
49442,8812.0,360
49443,8678.0,360
49444,10153.0,360
49445,8725.0,360
49446,10090.0,360
49447,10089.0,360
49448,10117.0,360
49449,,360
49450,9016.0,360
49451,9749.0,360
49452,10699.0,360
49453,9823.0,360
49454,8910.0,360
49455,10958.0,360
49456,10439.0,360
49457,9878.0,360
49458,8402.0,360
49459,9880.0,360
49460,8415.0,360
49461,10287.0,360
49462,9353.0,360
49463,9403.0,360
49464,9492.0,360
49465,9386.0,360
49466,8649.0,360
49467,8568.0,360
49468,10445.0,360
49469,8564.0,360
49470,8804.0,360
49471,9826.0,361
49472,10128.0,361
49473,9518.0,361
49474,10221.0,361
49475,10013.0,361
49476,8701.0,361
49477,8770.0,361
49478,9066.0,361
49479,10791.0,361
49480,9182.0,361
49481,9282.0,361
